image,attack,scheme,message,predicted,bit_accuracy,message_success,psnr_vs_original,mask_pixels,used_fallback
alpaca.jpg,crop_bottom_right_50,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.9130,32691,0
alpaca.jpg,crop_center_50,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.5343,65536,0
alpaca.jpg,crop_center_50,dwsf_5region_spatial,11001101111101111010101100110100,10001101111101111010101100110100,0.968750,0,9.5333,31141,0
ducks.jpg,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,42.8653,33210,0
ducks.jpg,none,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,44.0092,32745,0
ducks.jpg,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,45.6871,16425,0
ducks.jpg,remove_center_25,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,45.0402,25033,0
ducks.jpg,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,48.9270,6711,0
ducks.jpg,remove_center_40,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,45.6201,21205,0
ducks.jpg,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.0087,15377,0
ducks.jpg,black_center_25,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.0085,24294,0
ducks.jpg,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.1612,32920,0
ducks.jpg,black_center_40,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.1606,20788,0
ducks.jpg,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,45.2173,16219,0
ducks.jpg,remove_left_half,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,46.6086,16363,0
ducks.jpg,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,45.3254,16634,0
ducks.jpg,remove_right_half,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,45.7978,16192,0
ducks.jpg,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,10001101111101111010101100110100,0.968750,0,10.2718,20997,0
ducks.jpg,crop_top_left_50,dwsf_5region_spatial,11001101111101111010101100110100,10001101110101111010101100110100,0.937500,0,10.2715,24069,0
ducks.jpg,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,10001101111101111010101100110100,0.968750,0,11.3069,32822,0
ducks.jpg,crop_bottom_right_50,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.3054,32883,0
ducks.jpg,crop_center_50,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.8280,56984,0
ducks.jpg,crop_center_50,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.8261,29399,0
gauguin_256.jpg,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,41.9572,33704,0
gauguin_256.jpg,none,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,42.5557,33173,0
gauguin_256.jpg,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,44.0935,18483,0
gauguin_256.jpg,remove_center_25,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.3203,25053,0
gauguin_256.jpg,remove_center_40,single_center_50pct,11001101111101111010101100110100,10001101111101111011001100110000,0.875000,0,47.4436,10974,0
gauguin_256.jpg,remove_center_40,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.9459,22194,0
gauguin_256.jpg,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.0144,32742,0
gauguin_256.jpg,black_center_25,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.0137,26175,0
gauguin_256.jpg,black_center_40,single_center_50pct,11001101111101111010101100110100,10001101111101101011101100110100,0.906250,0,10.5035,12661,0
gauguin_256.jpg,black_center_40,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.5025,41308,0
gauguin_256.jpg,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,44.5704,16654,0
gauguin_256.jpg,remove_left_half,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,45.3253,16851,0
gauguin_256.jpg,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,44.3194,17057,0
gauguin_256.jpg,remove_right_half,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,44.5837,16383,0
gauguin_256.jpg,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.6044,37140,0
gauguin_256.jpg,crop_top_left_50,dwsf_5region_spatial,11001101111101111010101100110100,11001101111111100010101100110100,0.906250,0,10.6094,35448,0
gauguin_256.jpg,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,11001101111101110010101100110100,0.968750,0,11.6831,33378,0
gauguin_256.jpg,crop_bottom_right_50,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101110011101000110100,0.906250,0,11.6862,30986,0
gauguin_256.jpg,crop_center_50,single_center_50pct,11001101111101111010101100110100,11001111111101111010101100110100,0.968750,0,13.0378,65536,0
gauguin_256.jpg,crop_center_50,dwsf_5region_spatial,11001101111101111010101100110100,11001111111101111010101100110100,0.968750,0,13.0465,28087,0
seabackground.jpg,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,41.0553,32777,0
seabackground.jpg,none,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,41.0316,33019,0
seabackground.jpg,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.6941,16771,0
seabackground.jpg,remove_center_25,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,41.8627,25089,0
seabackground.jpg,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,47.2138,7501,0
seabackground.jpg,remove_center_40,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,42.4226,21933,0
seabackground.jpg,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.6378,30720,0
seabackground.jpg,black_center_25,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.6367,25560,0
seabackground.jpg,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.2309,33402,0
seabackground.jpg,black_center_40,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.2298,37188,0
seabackground.jpg,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.5934,16300,0
seabackground.jpg,remove_left_half,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.4795,16431,0
seabackground.jpg,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.5968,16399,0
seabackground.jpg,remove_right_half,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.5686,16275,0
seabackground.jpg,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.6367,32757,0
seabackground.jpg,crop_top_left_50,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.6329,31686,0
seabackground.jpg,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.3102,32894,0
seabackground.jpg,crop_bottom_right_50,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.3139,32655,0
seabackground.jpg,crop_center_50,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3969,65536,0
seabackground.jpg,crop_center_50,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4092,30859,0
trex_bike.jpg,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,41.1057,33129,0
trex_bike.jpg,none,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,41.9718,32831,0
trex_bike.jpg,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.9312,17626,0
trex_bike.jpg,remove_center_25,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.3517,25239,0
trex_bike.jpg,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,47.2751,8788,0
trex_bike.jpg,remove_center_40,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,44.1254,22100,0
trex_bike.jpg,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.0662,30165,0
trex_bike.jpg,black_center_25,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.0656,25725,0
trex_bike.jpg,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.6867,33687,0
trex_bike.jpg,black_center_40,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.6857,27532,0
trex_bike.jpg,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.9562,16364,0
trex_bike.jpg,remove_left_half,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,44.9504,16631,0
trex_bike.jpg,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.3734,16998,0
trex_bike.jpg,remove_right_half,dwsf_5region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,43.8934,16439,0
trex_bike.jpg,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,10001101111101111011101100110100,0.937500,0,9.8992,32037,0
trex_bike.jpg,crop_top_left_50,dwsf_5region_spatial,11001101111101111010101100110100,10101101111101111011101100110100,0.906250,0,9.8891,33178,0
trex_bike.jpg,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,11001111111101111010101100111100,0.937500,0,10.1626,31402,0
trex_bike.jpg,crop_bottom_right_50,dwsf_5region_spatial,11001101111101111010101100110100,00001111111100100010100100010100,0.750000,0,10.1605,32850,0
trex_bike.jpg,crop_center_50,single_center_50pct,11001101111101111010101100110100,11001101111101111011101100110100,0.968750,0,11.1397,65536,0
trex_bike.jpg,crop_center_50,dwsf_5region_spatial,11001101111101111010101100110100,10001111111101111010101100110100,0.937500,0,11.1360,31089,0
