image,scheme,scaling_w,attack,message,predicted,bit_accuracy,message_success,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000021167.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00001100000100010011100011000011,0.593750,0,14.0765,11.7172,32849,0
000000021167.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00101100100100000010101011000000,0.500000,0,14.0765,10.9941,30877,0
000000021167.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.0765,16.9609,35552,0
000000021167.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.0765,17.2630,35574,0
000000021167.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111110001101111,0.906250,0,14.0765,18.8572,35337,0
000000022705.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6148,13.6148,34343,0
000000022705.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6148,20.3518,8601,0
000000022705.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6148,12.6235,34681,0
000000022705.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00100000000000000010000011000000,0.562500,0,13.6148,10.4998,30825,0
000000022705.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000010000011000000,0.531250,0,13.6148,9.8765,22692,0
000000022705.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101110001100010010100111101001,0.593750,0,13.6148,8.9367,65536,0
000000022705.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.6148,16.5033,36475,0
000000022705.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.6148,16.7814,36482,0
000000022705.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001001000100111100001101011,0.906250,0,13.6148,17.8980,35670,0
000000022705.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8636,13.8636,33929,0
000000022705.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8636,15.5775,21897,0
000000022705.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8636,11.3596,23209,0
000000022705.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00101000000000000011000011000000,0.562500,0,13.8636,10.4122,32577,0
000000022705.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.8636,10.0372,12243,0
000000022705.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00000000000000000010000011000000,0.531250,0,13.8636,10.1089,28581,0
000000022705.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.8636,16.6873,35223,0
000000022705.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.8636,16.9578,34388,0
000000022705.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.8636,18.0980,35879,0
000000025228.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6584,13.6584,34502,0
000000025228.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6584,20.3040,9143,0
000000025228.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6584,9.6473,34537,0
000000025228.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00100000000000000000000001000000,0.562500,0,13.6584,8.3465,27702,0
000000025228.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000010000011000000,0.562500,0,13.6584,10.0787,21745,0
000000025228.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101100001100010010101111001011,0.593750,0,13.6584,9.7793,65536,0
000000025228.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.6584,16.4827,36589,0
000000025228.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,11110001101000110111100001101011,0.937500,0,13.6584,16.7850,36639,0
000000025228.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110100001000110111100001000011,0.812500,0,13.6584,18.6017,36440,0
000000025228.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.7858,13.7858,33918,0
000000025228.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.7858,15.4519,21785,0
000000025228.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.7858,8.9404,24173,0
000000025228.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.7858,8.0709,30830,0
000000025228.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000000000001000000,0.562500,0,13.7858,9.5414,17217,0
000000025228.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00100000000000000010000011001000,0.593750,0,13.7858,11.5317,29908,0
000000025228.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.7858,16.5632,36242,0
000000025228.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.7858,16.7820,34618,0
000000025228.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.7858,18.5780,35086,0
000000027620.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.2966,13.2966,34522,0
000000027620.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.2966,20.0574,8894,0
000000027620.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.2966,9.0687,34809,0
000000027620.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00100000000000000000000010000000,0.500000,0,13.2966,8.5071,31932,0
000000027620.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000000000011000000,0.531250,0,13.2966,8.7198,31911,0
000000027620.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101100100101010010101111100011,0.562500,0,13.2966,8.3537,65536,0
000000027620.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.2966,16.3425,36687,0
000000027620.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.2966,16.6211,36671,0
000000027620.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001001000110111100001001011,0.906250,0,13.2966,18.0833,36637,0
000000027620.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6035,13.6035,33885,0
000000027620.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6035,15.5444,22135,0
000000027620.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.6035,8.4788,25498,0
000000027620.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00100000000000000000000001000000,0.562500,0,13.6035,8.5740,31993,0
000000027620.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000011000010000001,0.593750,0,13.6035,8.7639,32053,0
000000027620.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00100100000000000010000011000000,0.531250,0,13.6035,9.4841,30444,0
000000027620.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.6035,16.5082,36982,0
000000027620.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.6035,16.7577,35210,0
000000027620.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.6035,18.0367,35109,0
000000039405.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6024,14.6024,34498,0
000000039405.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6024,21.5035,8627,0
000000039405.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.6024,16.9853,34382,0
000000039405.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00101000100000010011101111001000,0.625000,0,14.6024,12.5634,33118,0
000000039405.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100100000100010010101111000001,0.531250,0,14.6024,13.7964,33399,0
000000039405.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101100000100010011101111001001,0.562500,0,14.6024,11.2687,65536,0
000000039405.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.6024,17.2642,36365,0
000000039405.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,14.6024,17.5233,36157,0
000000039405.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,00110001101000100111100001000011,0.906250,0,14.6024,18.4408,36426,0
000000039405.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.7398,14.7398,33990,0
000000039405.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.7398,16.5897,22064,0
000000039405.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,14.7398,14.5748,23909,0
000000039405.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00100000000000010010000011000000,0.593750,0,14.7398,12.7411,32351,0
000000039405.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000010000001000001,0.625000,0,14.7398,14.1149,29711,0
000000039405.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00100100100000000011001111000000,0.531250,0,14.7398,13.7641,30559,0
000000039405.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.7398,17.2638,35583,0
000000039405.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,14.7398,17.4735,35216,0
000000039405.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,00110001101000110111100001001011,0.968750,0,14.7398,18.2740,35971,0
000000075612.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5846,13.5846,34785,0
000000075612.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5846,20.3021,8868,0
000000075612.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5846,9.0068,34758,0
000000075612.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000011000000,0.500000,0,13.5846,8.6544,14606,0
000000075612.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000010100011000000,0.593750,0,13.5846,8.9821,33226,0
000000075612.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00101010000100010010101011001001,0.562500,0,13.5846,8.6437,65536,0
000000075612.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.5846,16.5489,36312,0
000000075612.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.5846,16.8206,36774,0
000000075612.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110101001000110111110001101011,0.875000,0,13.5846,18.0517,36519,0
000000075612.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.3944,13.3944,34036,0
000000075612.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.3944,15.1347,22150,0
000000075612.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.3944,8.3261,31483,0
000000075612.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000010000001000000,0.562500,0,13.3944,8.2859,31796,0
000000075612.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000000000001000000,0.562500,0,13.3944,8.3093,26625,0
000000075612.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00101000000000000010000011000000,0.531250,0,13.3944,9.8095,30094,0
000000075612.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.3944,16.3258,37525,0
000000075612.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.3944,16.6167,35502,0
000000075612.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001001011,0.937500,0,13.3944,18.0004,35675,0
000000083531.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.3640,13.3640,34325,0
000000083531.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.3640,20.2575,9150,0
000000083531.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.3640,9.5057,34549,0
000000083531.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00100000000000000000000011000000,0.531250,0,13.3640,9.6842,31572,0
000000083531.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100100000000000010000011000000,0.531250,0,13.3640,9.5829,33288,0
000000083531.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100100100000010011001111000000,0.562500,0,13.3640,8.3400,65536,0
000000083531.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.3640,16.1185,36171,0
000000083531.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.3640,16.4234,40755,0
000000083531.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110101001000110111100001101011,0.906250,0,13.3640,17.7376,35593,0
000000083531.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5329,13.5329,33841,0
000000083531.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5329,15.4252,22118,0
000000083531.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5329,8.8172,28214,0
000000083531.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00100000000000000000000001000000,0.562500,0,13.5329,9.6306,30572,0
000000083531.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00000000000000000000000011000000,0.500000,0,13.5329,9.4771,29417,0
000000083531.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.5329,9.4832,27624,0
000000083531.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.5329,16.2542,38165,0
000000083531.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.5329,16.5322,38621,0
000000083531.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.5329,17.8628,36196,0
000000088848.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4410,13.4410,34771,0
000000088848.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4410,20.2022,9621,0
000000088848.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.4410,9.6517,34957,0
000000088848.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000011000000,0.500000,0,13.4410,8.2862,24839,0
000000088848.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100100000000000010000011000000,0.531250,0,13.4410,7.0916,25493,0
000000088848.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100100100100010010100011001001,0.656250,0,13.4410,7.2599,65536,0
000000088848.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.4410,16.2451,35824,0
000000088848.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.4410,16.4880,39818,0
000000088848.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110101001000110111100001001011,0.875000,0,13.4410,16.7369,37772,0
000000088848.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8841,13.8841,34613,0
000000088848.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8841,15.8455,22378,0
000000088848.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.8841,9.0367,29816,0
000000088848.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00000000000000000000000000000000,0.500000,0,13.8841,8.4818,16815,0
000000088848.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100100000000000010000011000000,0.531250,0,13.8841,7.2224,30906,0
000000088848.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00000000000000000000000001000000,0.531250,0,13.8841,7.9393,21104,0
000000088848.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.8841,16.4431,37606,0
000000088848.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.8841,16.6306,37229,0
000000088848.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.8841,16.6700,36581,0
000000089648.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.7162,13.7162,34653,0
000000089648.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.7162,20.5725,9315,0
000000089648.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.7162,11.9637,34877,0
000000089648.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00100100000000000010100011000000,0.562500,0,13.7162,9.2987,32830,0
000000089648.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000010000011000000,0.562500,0,13.7162,8.0808,33331,0
000000089648.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100110000100010011101111101001,0.593750,0,13.7162,8.4603,65536,0
000000089648.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.7162,16.4685,36767,0
000000089648.png,single_center_50pct,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.7162,16.7185,36580,0
000000089648.png,single_center_50pct,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110101001000110111100001001011,0.875000,0,13.7162,17.4594,36442,0
000000089648.png,five_region_spatial,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5450,13.5450,34175,0
000000089648.png,five_region_spatial,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5450,15.2050,22259,0
000000089648.png,five_region_spatial,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.5450,10.7046,28861,0
000000089648.png,five_region_spatial,1.5000,crop_top_left_50,00110001101000110111100001101011,00100100000000000010000011000000,0.531250,0,13.5450,9.2396,32418,0
000000089648.png,five_region_spatial,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000000000001000000,0.562500,0,13.5450,8.1523,31892,0
000000089648.png,five_region_spatial,1.5000,crop_center_50,00110001101000110111100001101011,00101100100000000011000011001000,0.593750,0,13.5450,9.3932,30597,0
000000089648.png,five_region_spatial,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.5450,16.3529,36329,0
000000089648.png,five_region_spatial,1.5000,jpeg_q20,00110001101000110111100001101011,01110001101000100111100001101011,0.937500,0,13.5450,16.6207,35555,0
000000089648.png,five_region_spatial,1.5000,resize_0.25_jpeg_q50,00110001101000110111100001101011,01110001101000110111100001001011,0.937500,0,13.5450,17.5203,35073,0
000000092177.png,single_center_50pct,1.5000,none,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9055,13.9055,34406,0
000000092177.png,single_center_50pct,1.5000,remove_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9055,21.2667,9862,0
000000092177.png,single_center_50pct,1.5000,black_center_40,00110001101000110111100001101011,00110001101000110111100001101011,1.000000,1,13.9055,8.3425,34848,0
000000092177.png,single_center_50pct,1.5000,crop_top_left_50,00110001101000110111100001101011,00101000000000000011000011000000,0.562500,0,13.9055,7.9091,33161,0
000000092177.png,single_center_50pct,1.5000,crop_bottom_right_50,00110001101000110111100001101011,00100000000000000010000001000000,0.593750,0,13.9055,7.3684,31104,0
000000092177.png,single_center_50pct,1.5000,crop_center_50,00110001101000110111100001101011,00100000100000010011001011001001,0.687500,0,13.9055,6.6860,65536,0
000000092177.png,single_center_50pct,1.5000,jpeg_q30,00110001101000110111100001101011,01110001101000110111100001101011,0.968750,0,13.9055,16.7995,36007,0
