image,scheme,scaling_w,attack,method,selected_candidate,message,predicted,bit_accuracy,message_success,confidence,mask_pixels
000000022705.png,five_region_spatial,2.5000,crop_top_left_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.030560,1425
000000022705.png,five_region_spatial,2.5000,crop_top_left_50,bbox_confidence_select,bbox_0,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.038784,17093
000000022705.png,five_region_spatial,2.5000,crop_top_left_50,bbox_similarity_select,bbox_0,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.038784,17093
000000022705.png,five_region_spatial,2.5000,crop_top_left_50,oracle_best_candidate,bbox_0,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.038784,17093
000000022705.png,five_region_spatial,2.5000,crop_bottom_right_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.078534,2903
000000022705.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_confidence_select,bbox_1,11110110010100000011110000110001,00000000000000010000000000000000,0.500000,0,0.096105,2660
000000022705.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_similarity_select,bbox_1,11110110010100000011110000110001,00000000000000010000000000000000,0.500000,0,0.096105,2660
000000022705.png,five_region_spatial,2.5000,crop_bottom_right_50,oracle_best_candidate,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.078534,2903
000000022705.png,five_region_spatial,2.5000,crop_center_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.000787,43
000000022705.png,five_region_spatial,2.5000,crop_center_50,bbox_confidence_select,bbox_3,11110110010100000011110000110001,00000000000000010000000000000000,0.500000,0,0.016974,495
000000022705.png,five_region_spatial,2.5000,crop_center_50,bbox_similarity_select,bbox_1,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.005892,300
000000022705.png,five_region_spatial,2.5000,crop_center_50,oracle_best_candidate,bbox_1,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.005892,300
000000022705.png,five_region_spatial,2.5000,jpeg_q20,global_decode,global,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,1,0.889897,37041
000000022705.png,five_region_spatial,2.5000,jpeg_q20,bbox_confidence_select,global,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,1,0.889897,37041
000000022705.png,five_region_spatial,2.5000,jpeg_q20,bbox_similarity_select,global,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,1,0.889897,37041
000000022705.png,five_region_spatial,2.5000,jpeg_q20,oracle_best_candidate,global,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,1,0.889897,37041
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global_decode,global,11110110010100000011110000110001,11110110010100000011110000110010,0.937500,0,0.850147,38090
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_confidence_select,global,11110110010100000011110000110001,11110110010100000011110000110010,0.937500,0,0.850147,38090
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_similarity_select,global,11110110010100000011110000110001,11110110010100000011110000110010,0.937500,0,0.850147,38090
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,oracle_best_candidate,global,11110110010100000011110000110001,11110110010100000011110000110010,0.937500,0,0.850147,38090
000000025228.png,single_center_50pct,2.5000,crop_top_left_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.070151,15214
000000025228.png,single_center_50pct,2.5000,crop_top_left_50,bbox_confidence_select,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.070151,15214
000000025228.png,single_center_50pct,2.5000,crop_top_left_50,bbox_similarity_select,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.070151,15214
000000025228.png,single_center_50pct,2.5000,crop_top_left_50,oracle_best_candidate,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.070151,15214
000000025228.png,single_center_50pct,2.5000,crop_bottom_right_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.027351,925
000000025228.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_confidence_select,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.027351,925
000000025228.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_similarity_select,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.027351,925
000000025228.png,single_center_50pct,2.5000,crop_bottom_right_50,oracle_best_candidate,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.027351,925
000000025228.png,single_center_50pct,2.5000,crop_center_50,global_decode,global,11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0,0.177831,59991
000000025228.png,single_center_50pct,2.5000,crop_center_50,bbox_confidence_select,global,11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0,0.177831,59991
000000025228.png,single_center_50pct,2.5000,crop_center_50,bbox_similarity_select,global,11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0,0.177831,59991
000000025228.png,single_center_50pct,2.5000,crop_center_50,oracle_best_candidate,global,11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0,0.177831,59991
000000025228.png,single_center_50pct,2.5000,jpeg_q20,global_decode,global,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0,0.905406,36318
000000025228.png,single_center_50pct,2.5000,jpeg_q20,bbox_confidence_select,bbox_0,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0,0.906711,36317
000000025228.png,single_center_50pct,2.5000,jpeg_q20,bbox_similarity_select,bbox_0,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0,0.906711,36317
000000025228.png,single_center_50pct,2.5000,jpeg_q20,oracle_best_candidate,bbox_0,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0,0.906711,36317
000000025228.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global_decode,global,11110110010100000011110000110001,11110110100100000011110001110010,0.843750,0,0.807395,36727
000000025228.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_confidence_select,bbox_0,11110110010100000011110000110001,11110110100100000011110001110010,0.843750,0,0.809486,36688
000000025228.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_similarity_select,bbox_0,11110110010100000011110000110001,11110110100100000011110001110010,0.843750,0,0.809486,36688
000000025228.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,oracle_best_candidate,bbox_0,11110110010100000011110000110001,11110110100100000011110001110010,0.843750,0,0.809486,36688
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.049918,3121
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,bbox_confidence_select,bbox_2,11110110010100000011110000110001,00000000100000100000000010010000,0.468750,0,0.145100,7446
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,bbox_similarity_select,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.049918,3121
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,oracle_best_candidate,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.049918,3121
000000025228.png,five_region_spatial,2.5000,crop_bottom_right_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0,0.000000,0
000000025228.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_confidence_select,bbox_0,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.004687,250
000000025228.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_similarity_select,bbox_0,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.004687,250
000000025228.png,five_region_spatial,2.5000,crop_bottom_right_50,oracle_best_candidate,bbox_0,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.004687,250
000000025228.png,five_region_spatial,2.5000,crop_center_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.091709,19824
000000025228.png,five_region_spatial,2.5000,crop_center_50,bbox_confidence_select,bbox_0,11110110010100000011110000110001,00000000000000100000000000000000,0.500000,0,0.105774,19579
000000025228.png,five_region_spatial,2.5000,crop_center_50,bbox_similarity_select,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.091709,19824
000000025228.png,five_region_spatial,2.5000,crop_center_50,oracle_best_candidate,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.091709,19824
000000025228.png,five_region_spatial,2.5000,jpeg_q20,global_decode,global,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,1,0.909715,36252
000000025228.png,five_region_spatial,2.5000,jpeg_q20,bbox_confidence_select,global,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,1,0.909715,36252
000000025228.png,five_region_spatial,2.5000,jpeg_q20,bbox_similarity_select,global,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,1,0.909715,36252
000000025228.png,five_region_spatial,2.5000,jpeg_q20,oracle_best_candidate,global,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,1,0.909715,36252
000000025228.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global_decode,global,11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0,0.877886,38275
000000025228.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_confidence_select,global,11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0,0.877886,38275
000000025228.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_similarity_select,global,11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0,0.877886,38275
000000025228.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,oracle_best_candidate,global,11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0,0.877886,38275
000000027620.png,single_center_50pct,2.5000,crop_top_left_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.019460,986
000000027620.png,single_center_50pct,2.5000,crop_top_left_50,bbox_confidence_select,bbox_2,11110110010100000011110000110001,00000001000001000000000010000000,0.437500,0,0.098094,2043
000000027620.png,single_center_50pct,2.5000,crop_top_left_50,bbox_similarity_select,bbox_0,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.025924,1728
000000027620.png,single_center_50pct,2.5000,crop_top_left_50,oracle_best_candidate,bbox_0,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.025924,1728
000000027620.png,single_center_50pct,2.5000,crop_bottom_right_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.069933,3270
000000027620.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_confidence_select,bbox_2,11110110010100000011110000110001,00000100010000100000000010000010,0.500000,0,0.185367,3540
000000027620.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_similarity_select,bbox_1,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.076243,3385
000000027620.png,single_center_50pct,2.5000,crop_bottom_right_50,oracle_best_candidate,bbox_1,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0,0.076243,3385
000000027620.png,single_center_50pct,2.5000,crop_center_50,global_decode,global,11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0,0.143054,54897
000000027620.png,single_center_50pct,2.5000,crop_center_50,bbox_confidence_select,bbox_0,11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0,0.143149,54917
000000027620.png,single_center_50pct,2.5000,crop_center_50,bbox_similarity_select,bbox_0,11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0,0.143149,54917
