image,scheme,scaling_w,attack,candidate,box,message,predicted,bit_accuracy,confidence,mask_pixels,used_fallback
000000021167.png,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.007904,378,0
000000021167.png,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"146,121,199,236,0.5,378",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000021167.png,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"155,134,191,169,0.5,330",11110110010100000011110000110001,00000000000011000000000100000111,0.406250,0.217217,3410,0
000000021167.png,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.094245,14497,0
000000021167.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"0,0,222,225,0.5,14497",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.060600,7346,0
000000021167.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"0,25,222,211,0.5,13010",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.000179,15,0
000000021167.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_2,"38,19,84,55,0.5,522",11110110010100000011110000110001,00000000000000000000000010000000,0.500000,0.011832,424,0
000000021167.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_3,"165,0,183,70,0.5,365",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000021167.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_4,"91,38,127,64,0.5,314",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.003175,107,0
000000021167.png,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.159259,57520,0
000000021167.png,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,57520",11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.159215,57429,0
000000021167.png,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,256,256,0.5,57393",11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.159215,57429,0
000000021167.png,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.912957,37129,0
000000021167.png,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,37129",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.912728,37114,0
000000021167.png,single_center_50pct,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,37129",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.912728,37114,0
000000021167.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110000100000011110000110010,0.906250,0.763337,36658,0
000000021167.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,36658",11110110010100000011110000110001,11110110000100000011110000110010,0.906250,0.761700,36649,0
000000021167.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,36658",11110110010100000011110000110001,11110110000100000011110000110010,0.906250,0.761700,36649,0
000000021167.png,five_region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.064229,5184,0
000000021167.png,five_region_spatial,2.5000,crop_top_left_50,bbox_0,"0,0,256,256,0.5,5184",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.063882,5423,0
000000021167.png,five_region_spatial,2.5000,crop_top_left_50,bbox_1,"0,101,173,173,0.5,2877",11110110010100000011110000110001,00000000000000000000000010000000,0.500000,0.093779,21952,0
000000021167.png,five_region_spatial,2.5000,crop_top_left_50,bbox_2,"168,187,222,256,0.5,1184",11110110010100000011110000110001,00100110000100100100001000001100,0.500000,0.220784,11981,0
000000021167.png,five_region_spatial,2.5000,crop_top_left_50,bbox_3,"128,2,166,96,0.5,562",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000021167.png,five_region_spatial,2.5000,crop_top_left_50,bbox_4,"144,78,163,151,0.5,384",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000021167.png,five_region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000100010000000000000010000000,0.562500,0.165126,17818,0
000000021167.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_0,"0,0,256,256,0.5,17818",11110110010100000011110000110001,00000100010000000000000010000000,0.562500,0.164563,15063,0
000000021167.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_1,"58,56,256,256,0.5,16126",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000021167.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_2,"10,3,90,74,0.5,1280",11110110010100000011110000110001,00000000010000000000000000000000,0.562500,0.003613,151,0
000000021167.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_3,"14,63,74,81,0.5,306",11110110010100000011110000110001,00100111001001000010000000000000,0.562500,0.009697,177,0
000000021167.png,five_region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.083921,22900,0
000000021167.png,five_region_spatial,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,22900",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.082011,22380,0
000000021167.png,five_region_spatial,2.5000,crop_center_50,bbox_1,"6,8,250,248,0.5,22575",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.065756,11140,0
000000021167.png,five_region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.918663,36557,0
000000021167.png,five_region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,36557",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.918592,36608,0
000000021167.png,five_region_spatial,2.5000,jpeg_q20,bbox_1,"0,0,256,219,0.5,22970",11110110010100000011110000110001,00110100110100000011110000110000,0.843750,0.502115,36500,0
000000021167.png,five_region_spatial,2.5000,jpeg_q20,bbox_2,"0,150,105,256,0.5,6823",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000021167.png,five_region_spatial,2.5000,jpeg_q20,bbox_3,"150,151,256,256,0.5,6764",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000021167.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0.819384,38340,0
000000021167.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,38340",11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0.820723,38339,0
000000021167.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,30559",11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0.820723,38339,0
000000021167.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_2,"137,0,256,119,0.5,7781",11110110010100000011110000110001,00110000010100110000000001000011,0.562500,0.215733,3686,0
000000022705.png,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.039399,1707,0
000000022705.png,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"85,120,186,241,0.5,1707",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000022705.png,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"103,162,182,233,0.5,994",11110110010100000011110000110001,00000100000010000000000000000000,0.531250,0.120512,3254,0
000000022705.png,single_center_50pct,2.5000,crop_top_left_50,bbox_2,"88,132,171,178,0.5,713",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000022705.png,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.011489,574,0
000000022705.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"45,58,141,201,0.5,574",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.005607,336,0
000000022705.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"78,138,126,161,0.5,352",11110110010100000011110000110001,10000000000000010000000010000000,0.500000,0.106528,2305,0
000000022705.png,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000010000000000000000010000,0.593750,0.143079,49355,0
000000022705.png,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,49355",11110110010100000011110000110001,00000000010000000000000000010000,0.593750,0.143006,48897,0
000000022705.png,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,256,256,0.5,49194",11110110010100000011110000110001,00000000010000000000000000010000,0.593750,0.143006,48897,0
000000022705.png,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.927531,36772,0
000000022705.png,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,36772",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.927090,36708,0
000000022705.png,single_center_50pct,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,36772",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.927090,36708,0
000000022705.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110000100000011110000110011,0.937500,0.744752,36634,0
000000022705.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,36634",11110110010100000011110000110001,11110110000100000011110000110011,0.937500,0.750505,36595,0
000000022705.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,36634",11110110010100000011110000110001,11110110000100000011110000110011,0.937500,0.750505,36595,0
000000022705.png,five_region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.030560,1425,0
000000022705.png,five_region_spatial,2.5000,crop_top_left_50,bbox_0,"39,0,184,194,0.5,1425",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.038784,17093,0
000000022705.png,five_region_spatial,2.5000,crop_top_left_50,bbox_1,"148,41,162,162,0.5,674",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000022705.png,five_region_spatial,2.5000,crop_top_left_50,bbox_2,"113,148,166,162,0.5,255",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000022705.png,five_region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.078534,2903,0
000000022705.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_0,"68,58,229,256,0.5,2903",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000022705.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_1,"86,112,142,256,0.5,2735",11110110010100000011110000110001,00000000000000010000000000000000,0.500000,0.096105,2660,0
000000022705.png,five_region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.000787,43,0
000000022705.png,five_region_spatial,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.35,9720",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.001833,101,0
000000022705.png,five_region_spatial,2.5000,crop_center_50,bbox_1,"104,19,226,211,0.35,5162",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.005892,300,0
000000022705.png,five_region_spatial,2.5000,crop_center_50,bbox_2,"42,85,130,230,0.35,3457",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000022705.png,five_region_spatial,2.5000,crop_center_50,bbox_3,"74,89,109,119,0.35,334",11110110010100000011110000110001,00000000000000010000000000000000,0.500000,0.016974,495,0
000000022705.png,five_region_spatial,2.5000,crop_center_50,bbox_4,"61,47,85,102,0.35,326",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000022705.png,five_region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.889897,37041,0
000000022705.png,five_region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,37041",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.889712,37072,0
000000022705.png,five_region_spatial,2.5000,jpeg_q20,bbox_1,"0,37,256,256,0.5,23164",11110110010100000011110000110001,01110100110100000010110000110010,0.812500,0.562410,38024,0
000000022705.png,five_region_spatial,2.5000,jpeg_q20,bbox_2,"0,0,108,106,0.5,6996",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.068189,3063,0
000000022705.png,five_region_spatial,2.5000,jpeg_q20,bbox_3,"151,0,256,106,0.5,6881",11110110010100000011110000110001,00000000000000000000000010010000,0.531250,0.006822,306,0
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110010100000011110000110010,0.937500,0.850147,38090,0
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,38090",11110110010100000011110000110001,11110110010100000011110000110010,0.937500,0.849452,38155,0
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,38,256,256,0.5,23809",11110110010100000011110000110001,10110100110000000011110000000001,0.812500,0.358003,36195,0
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_2,"0,0,119,110,0.5,7367",11110110010100000011110000110001,00110100100001100001010010000000,0.562500,0.330160,7712,0
000000022705.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_3,"148,0,256,108,0.5,6914",11110110010100000011110000110001,00000000000000000000000000010000,0.562500,0.002830,93,0
000000025228.png,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.070151,15214,0
000000025228.png,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"36,34,256,256,0.5,15214",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.051617,10927,0
000000025228.png,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"36,34,256,256,0.5,14858",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.051617,10927,0
000000025228.png,single_center_50pct,2.5000,crop_top_left_50,bbox_2,"190,134,219,159,0.5,240",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.027351,925,0
000000025228.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"10,0,191,217,0.5,925",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"64,82,128,113,0.5,514",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.177831,59991,0
000000025228.png,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,59991",11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.177786,59941,0
000000025228.png,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,256,256,0.5,59991",11110110010100000011110000110001,00000100010000000000000000010000,0.625000,0.177786,59941,0
000000025228.png,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.905406,36318,0
000000025228.png,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,36318",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.906711,36317,0
000000025228.png,single_center_50pct,2.5000,jpeg_q20,bbox_1,"0,0,256,256,0.5,36318",11110110010100000011110000110001,11110110000100000011110000110001,0.968750,0.906711,36317,0
000000025228.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110100100000011110001110010,0.843750,0.807395,36727,0
000000025228.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,36727",11110110010100000011110000110001,11110110100100000011110001110010,0.843750,0.809486,36688,0
000000025228.png,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,36727",11110110010100000011110000110001,11110110100100000011110001110010,0.843750,0.809486,36688,0
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.049918,3121,0
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,bbox_0,"28,0,256,256,0.5,3121",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.045529,4562,0
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,bbox_1,"170,185,217,256,0.5,940",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,bbox_2,"106,19,171,67,0.5,701",11110110010100000011110000110001,00000000100000100000000010010000,0.468750,0.145100,7446,0
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,bbox_3,"192,171,254,207,0.5,487",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,five_region_spatial,2.5000,crop_top_left_50,bbox_4,"66,41,98,65,0.5,253",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,five_region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_0,"70,101,243,204,0.35,2778",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.004687,250,0
000000025228.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_1,"128,111,231,200,0.35,2419",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,five_region_spatial,2.5000,crop_bottom_right_50,bbox_2,"117,172,159,190,0.35,245",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,five_region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.091709,19824,0
000000025228.png,five_region_spatial,2.5000,crop_center_50,bbox_0,"2,2,256,256,0.5,19824",11110110010100000011110000110001,00000000000000100000000000000000,0.500000,0.105774,19579,0
000000025228.png,five_region_spatial,2.5000,crop_center_50,bbox_1,"8,10,248,246,0.5,19789",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.055301,17705,0
000000025228.png,five_region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.909715,36252,0
000000025228.png,five_region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,256,256,0.5,36252",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.909099,36251,0
000000025228.png,five_region_spatial,2.5000,jpeg_q20,bbox_1,"0,0,256,219,0.5,22888",11110110010100000011110000110001,10110110110100000011110000110000,0.906250,0.518569,36278,0
000000025228.png,five_region_spatial,2.5000,jpeg_q20,bbox_2,"0,150,104,256,0.5,6759",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,five_region_spatial,2.5000,jpeg_q20,bbox_3,"154,152,256,256,0.5,6605",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000025228.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0.877886,38275,0
000000025228.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,38275",11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0.876208,38227,0
000000025228.png,five_region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,38275",11110110010100000011110000110001,11110110110100000011110000110010,0.906250,0.876208,38227,0
000000027620.png,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.019460,986,0
000000027620.png,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"54,74,198,232,0.5,986",11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.025924,1728,0
000000027620.png,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"132,118,179,158,0.5,421",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
000000027620.png,single_center_50pct,2.5000,crop_top_left_50,bbox_2,"128,186,160,210,0.5,273",11110110010100000011110000110001,00000001000001000000000010000000,0.437500,0.098094,2043,0
000000027620.png,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.531250,0.069933,3270,0
