image,attack,scheme,decoder,message,predicted,bit_accuracy,message_success,psnr_vs_original,mask_pixels,component_count,used_fallback
alpaca.jpg,resize_0.5,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,23.7489,33274,5,0
alpaca.jpg,resize_0.25,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,19.7333,32948,,0
alpaca.jpg,resize_0.25,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,19.7342,33281,,0
alpaca.jpg,resize_0.25,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,19.7342,33281,5,0
alpaca.jpg,resize_0.25,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,19.7342,33281,5,0
alpaca.jpg,center_crop_0.9,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.9420,38519,,0
alpaca.jpg,center_crop_0.9,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.9399,35800,,0
alpaca.jpg,center_crop_0.9,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.9399,35800,5,0
alpaca.jpg,center_crop_0.9,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.9399,35800,5,0
alpaca.jpg,center_crop_0.75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.3212,46540,,0
alpaca.jpg,center_crop_0.75,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.3208,34832,,0
alpaca.jpg,center_crop_0.75,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.3208,34832,5,0
alpaca.jpg,center_crop_0.75,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.3208,34832,5,0
alpaca.jpg,center_crop_0.5,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.5357,62222,,0
alpaca.jpg,center_crop_0.5,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.5326,29474,,0
alpaca.jpg,center_crop_0.5,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.5326,29474,4,0
alpaca.jpg,center_crop_0.5,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.5326,29474,4,0
alpaca.jpg,random_crop_0.9,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.9379,38259,,0
alpaca.jpg,random_crop_0.9,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.0955,37076,,0
alpaca.jpg,random_crop_0.9,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.0955,37076,5,0
alpaca.jpg,random_crop_0.9,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.0955,37076,5,0
alpaca.jpg,random_crop_0.75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.0222,44665,,0
alpaca.jpg,random_crop_0.75,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.0391,35741,,0
alpaca.jpg,random_crop_0.75,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.0391,35741,5,0
alpaca.jpg,random_crop_0.75,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.0391,35741,5,0
alpaca.jpg,random_crop_0.5,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.4356,38867,,0
alpaca.jpg,random_crop_0.5,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.0897,33022,,0
alpaca.jpg,random_crop_0.5,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.0897,33022,4,0
alpaca.jpg,random_crop_0.5,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,9.0897,33022,4,0
alpaca.jpg,occlusion_0.05,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,19.5499,30067,,0
alpaca.jpg,occlusion_0.05,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,22.2809,33277,,0
alpaca.jpg,occlusion_0.05,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,22.2809,33277,5,0
alpaca.jpg,occlusion_0.05,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,22.2809,33277,5,0
alpaca.jpg,occlusion_0.1,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.9614,28195,,0
alpaca.jpg,occlusion_0.1,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.6086,31917,,0
alpaca.jpg,occlusion_0.1,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.6086,31917,6,0
alpaca.jpg,occlusion_0.1,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.6086,31917,6,0
alpaca.jpg,occlusion_0.2,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.1503,24308,,0
alpaca.jpg,occlusion_0.2,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3586,28885,,0
alpaca.jpg,occlusion_0.2,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3586,28885,5,0
alpaca.jpg,occlusion_0.2,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3586,28885,5,0
alpaca.jpg,partial_removal_0.05,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,38.9808,29935,,0
alpaca.jpg,partial_removal_0.05,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,38.8733,31127,,0
alpaca.jpg,partial_removal_0.05,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,38.8733,31127,5,0
alpaca.jpg,partial_removal_0.05,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,38.8733,31127,5,0
alpaca.jpg,partial_removal_0.1,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,38.8661,30295,,0
alpaca.jpg,partial_removal_0.1,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,38.9262,30574,,0
alpaca.jpg,partial_removal_0.1,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,38.9262,30574,5,0
alpaca.jpg,partial_removal_0.1,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,38.9262,30574,5,0
alpaca.jpg,partial_removal_0.2,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,40.7653,20682,,0
alpaca.jpg,partial_removal_0.2,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,39.5568,26408,,0
alpaca.jpg,partial_removal_0.2,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,39.5568,26408,5,0
alpaca.jpg,partial_removal_0.2,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,39.5568,26408,5,0
ducks.jpg,none,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.0712,32912,,0
ducks.jpg,none,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.3151,32266,,0
ducks.jpg,none,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.3151,32266,2,0
ducks.jpg,none,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.3151,32266,2,0
ducks.jpg,jpeg_q95,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.2682,32840,,0
ducks.jpg,jpeg_q95,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.4957,32050,,0
ducks.jpg,jpeg_q95,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.4957,32050,2,0
ducks.jpg,jpeg_q95,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.4957,32050,2,0
ducks.jpg,jpeg_q85,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.7292,32717,,0
ducks.jpg,jpeg_q85,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.9430,31927,,0
ducks.jpg,jpeg_q85,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.9430,31927,2,0
ducks.jpg,jpeg_q85,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.9430,31927,2,0
ducks.jpg,jpeg_q75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,36.7459,32882,,0
ducks.jpg,jpeg_q75,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,36.7968,31808,,0
ducks.jpg,jpeg_q75,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,36.7968,31808,2,0
ducks.jpg,jpeg_q75,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,36.7968,31808,2,0
ducks.jpg,jpeg_q65,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,34.3269,32940,,0
ducks.jpg,jpeg_q65,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,34.3552,31872,,0
ducks.jpg,jpeg_q65,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,34.3552,31872,2,0
ducks.jpg,jpeg_q65,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,34.3552,31872,2,0
ducks.jpg,jpeg_q50,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,33.8250,32685,,0
ducks.jpg,jpeg_q50,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,33.8493,31817,,0
ducks.jpg,jpeg_q50,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,33.8493,31817,2,0
ducks.jpg,jpeg_q50,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,33.8493,31817,2,0
ducks.jpg,jpeg_q30,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,32.5432,31080,,0
ducks.jpg,jpeg_q30,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,32.5723,29952,,0
ducks.jpg,jpeg_q30,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,32.5723,29952,2,0
ducks.jpg,jpeg_q30,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,32.5723,29952,2,0
ducks.jpg,resize_0.75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,37.1913,32911,,0
ducks.jpg,resize_0.75,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,37.2533,32282,,0
ducks.jpg,resize_0.75,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,37.2533,32282,2,0
ducks.jpg,resize_0.75,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,37.2533,32282,2,0
ducks.jpg,resize_0.5,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,33.7768,32899,,0
ducks.jpg,resize_0.5,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,33.8053,32270,,0
ducks.jpg,resize_0.5,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,33.8053,32270,2,0
ducks.jpg,resize_0.5,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,33.8053,32270,2,0
ducks.jpg,resize_0.25,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,29.2082,32943,,0
ducks.jpg,resize_0.25,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,29.2184,32250,,0
ducks.jpg,resize_0.25,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,29.2184,32250,2,0
ducks.jpg,resize_0.25,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,29.2184,32250,2,0
ducks.jpg,center_crop_0.9,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.2299,33112,,0
ducks.jpg,center_crop_0.9,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.2325,32857,,0
ducks.jpg,center_crop_0.9,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.2325,32857,2,0
ducks.jpg,center_crop_0.9,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.2325,32857,2,0
ducks.jpg,center_crop_0.75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.4250,36457,,0
ducks.jpg,center_crop_0.75,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.4263,32787,,0
ducks.jpg,center_crop_0.75,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.4263,32787,3,0
ducks.jpg,center_crop_0.75,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.4263,32787,3,0
ducks.jpg,center_crop_0.5,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.8216,43306,,0
ducks.jpg,center_crop_0.5,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.8217,28732,,0
ducks.jpg,center_crop_0.5,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.8217,28732,2,0
ducks.jpg,center_crop_0.5,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.8217,28732,2,0
ducks.jpg,random_crop_0.9,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.9545,33186,,0
ducks.jpg,random_crop_0.9,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.8367,34895,,0
ducks.jpg,random_crop_0.9,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.8367,34895,2,0
ducks.jpg,random_crop_0.9,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.8367,34895,2,0
ducks.jpg,random_crop_0.75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.3581,42180,,0
ducks.jpg,random_crop_0.75,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.9119,35310,,0
ducks.jpg,random_crop_0.75,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.9119,35310,3,0
ducks.jpg,random_crop_0.75,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.9119,35310,3,0
ducks.jpg,random_crop_0.5,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.5226,49232,,0
ducks.jpg,random_crop_0.5,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00100100010101110000001011110100,0.968750,0,10.6380,11710,,0
ducks.jpg,random_crop_0.5,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.6380,11710,4,0
ducks.jpg,random_crop_0.5,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00100100010101110000001011110100,0.968750,0,10.6380,11710,4,0
ducks.jpg,occlusion_0.05,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,17.5731,32690,,0
ducks.jpg,occlusion_0.05,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,16.8162,29567,,0
ducks.jpg,occlusion_0.05,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,16.8162,29567,2,0
ducks.jpg,occlusion_0.05,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,16.8162,29567,2,0
ducks.jpg,occlusion_0.1,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6220,32642,,0
ducks.jpg,occlusion_0.1,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.2159,27861,,0
ducks.jpg,occlusion_0.1,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.2159,27861,2,0
ducks.jpg,occlusion_0.1,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.2159,27861,2,0
ducks.jpg,occlusion_0.2,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.1200,30867,,0
ducks.jpg,occlusion_0.2,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.9123,30357,,0
ducks.jpg,occlusion_0.2,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.9123,30357,2,0
ducks.jpg,occlusion_0.2,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.9123,30357,2,0
ducks.jpg,partial_removal_0.05,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.3018,29853,,0
ducks.jpg,partial_removal_0.05,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.0612,29993,,0
ducks.jpg,partial_removal_0.05,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.0612,29993,2,0
ducks.jpg,partial_removal_0.05,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.0612,29993,2,0
ducks.jpg,partial_removal_0.1,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.8621,26209,,0
ducks.jpg,partial_removal_0.1,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.4468,27506,,0
ducks.jpg,partial_removal_0.1,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.4468,27506,2,0
ducks.jpg,partial_removal_0.1,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.4468,27506,2,0
ducks.jpg,partial_removal_0.2,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.4399,29305,,0
ducks.jpg,partial_removal_0.2,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.1088,29079,,0
ducks.jpg,partial_removal_0.2,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.1088,29079,3,0
ducks.jpg,partial_removal_0.2,dwsf_redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,43.1088,29079,3,0
gauguin_256.jpg,none,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,41.6865,32540,,0
gauguin_256.jpg,none,dwsf_redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.0879,33316,,0
gauguin_256.jpg,none,dwsf_redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,42.0879,33316,3,0
