image,scheme,scaling_w,coding,attack,payload,decoded_payload,payload_accuracy,payload_success,full_message,predicted_full_message,full_bit_accuracy,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
000000021167.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.4260,13.2392,36519,0
000000021167.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011000,0.906250,10.4260,14.9007,37810,0
000000022705.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.2911,10.2911,34287,0
000000022705.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,1000000000,0.300000,0,11101110110011111010111001111100,10000000000000000000000000000000,0.343750,10.2911,8.7406,2332,0
000000022705.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,1000000001,0.400000,0,11101110110011111010111001111100,10000000010000000010000000000000,0.406250,10.2911,8.9583,4585,0
000000022705.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.2911,12.9436,36744,0
000000022705.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.2911,13.1708,37732,0
000000022705.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.2911,14.7083,38934,0
000000025228.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.1146,10.1146,34596,0
000000025228.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000010000,0.300000,0,11101110110011111010111001111100,00000100000000000001000000000000,0.312500,10.1146,8.6040,23925,0
000000025228.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,1000000001,0.400000,0,11101110110011111010111001111100,10000000010000100011000000000000,0.406250,10.1146,10.0570,26465,0
000000025228.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.1146,12.9074,39659,0
000000025228.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.1146,13.1510,35525,0
000000025228.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011010,0.875000,10.1146,15.0053,36678,0
000000027620.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.1494,10.1494,34573,0
000000027620.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000001,0.300000,0,11101110110011111010111001111100,00000000010000000000000000000000,0.343750,10.1494,7.9527,21815,0
000000027620.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.1494,8.4582,22791,0
000000027620.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.1494,12.9213,37808,0
000000027620.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.1494,13.1909,36280,0
000000027620.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.1494,14.8929,36906,0
000000039405.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.7858,10.7858,34440,0
000000039405.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,1000000000,0.300000,0,11101110110011111010111001111100,10000000000000000001000000000000,0.312500,10.7858,10.8718,20678,0
000000039405.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000010000,0.300000,0,11101110110011111010111001111100,00000100000000100000000000000000,0.375000,10.7858,10.7041,29246,0
000000039405.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.7858,12.9075,35635,0
000000039405.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.7858,13.1030,39808,0
000000039405.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011000,0.906250,10.7858,14.2956,36732,0
000000075612.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,9.9349,9.9349,34983,0
000000075612.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.9349,7.3956,7843,0
000000075612.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.9349,8.7252,24606,0
000000075612.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,9.9349,12.8575,36963,0
000000075612.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,9.9349,13.1396,36687,0
000000075612.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110110011,0.800000,0,11101110110011111010111001111100,01101100110011111010111001111100,0.937500,9.9349,14.9747,38654,0
000000083531.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0383,10.0383,34659,0
000000083531.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.0383,8.5001,8781,0
000000083531.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.0383,8.3256,5884,0
000000083531.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0383,12.8624,37716,0
000000083531.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0383,13.1058,43560,0
000000083531.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.0383,14.9191,39690,0
000000088848.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.2694,10.2694,34847,0
000000088848.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.2694,6.8748,3784,0
000000088848.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.2694,7.2378,11,0
000000088848.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.2694,12.7276,37731,0
000000088848.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.2694,12.9804,38084,0
000000088848.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.2694,14.0044,39551,0
000000089648.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0376,10.0376,34924,0
000000089648.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.0376,7.3994,21598,0
000000089648.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000010000,0.300000,0,11101110110011111010111001111100,00000100000000100001000000000000,0.343750,10.0376,8.4837,26003,0
000000089648.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.0376,12.8587,37110,0
000000089648.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.0376,13.1124,36470,0
000000089648.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.0376,14.6313,36498,0
000000092177.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.5744,10.5744,34707,0
000000092177.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,1000010000,0.400000,0,11101110110011111010111001111100,10000100000000000001000000000000,0.343750,10.5744,6.9072,24608,0
000000092177.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.5744,6.5238,4412,0
000000092177.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.5744,12.7839,37345,0
000000092177.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.5744,13.0123,38631,0
000000092177.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.5744,13.9270,39832,0
000000098392.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111000,0.968750,10.4548,10.4548,35035,0
000000098392.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.4548,6.5202,20919,0
000000098392.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.4548,9.0106,17172,0
000000098392.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.4548,12.9212,37480,0
000000098392.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.4548,13.1404,37178,0
000000098392.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.4548,14.3844,38856,0
000000098520.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0543,10.0543,34782,0
000000098520.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.0543,8.3428,15219,0
000000098520.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.0543,9.9827,29894,0
000000098520.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0543,12.9161,36226,0
000000098520.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.0543,13.2007,36286,0
000000098520.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011000,0.906250,10.0543,15.1475,38623,0
000000107554.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.1533,10.1533,34760,0
000000107554.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.1533,8.5258,3850,0
000000107554.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.1533,8.7891,8123,0
000000107554.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.1533,12.8160,38891,0
000000107554.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.1533,13.0143,38604,0
000000107554.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.1533,14.6861,40572,0
000000121673.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,9.8685,9.8685,34694,0
000000121673.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.8685,7.9267,17188,0
000000121673.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.8685,8.5748,22523,0
000000121673.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,9.8685,12.8619,35227,0
000000121673.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,9.8685,13.1222,36148,0
000000121673.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,9.8685,15.1428,37848,0
000000134322.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111000,0.968750,10.6122,10.6122,34585,0
000000134322.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.6122,7.4020,9309,0
000000134322.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000010000000000000,0.343750,10.6122,9.5799,25694,0
000000134322.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.6122,12.9906,36843,0
000000134322.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.6122,13.1827,36181,0
000000134322.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110110011,0.800000,0,11101110110011111010111001111100,01101100110011111010111001011100,0.906250,10.6122,14.5591,38667,0
000000150649.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,9.8199,9.8199,34699,0
000000150649.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.8199,8.5242,5274,0
000000150649.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.8199,8.7307,17499,0
000000150649.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,9.8199,12.8168,37769,0
000000150649.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,9.8199,13.1617,40881,0
000000150649.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011000,0.906250,9.8199,15.1265,38467,0
000000154000.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.4094,10.4094,34727,0
000000154000.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.4094,7.0403,18663,0
000000154000.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.4094,7.3036,22931,0
000000154000.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.4094,12.7831,36646,0
000000154000.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.4094,13.0136,36810,0
000000154000.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110110011,0.800000,0,11101110110011111010111001111100,01101100110011111010111001011100,0.906250,10.4094,14.3512,36732,0
000000186632.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0127,10.0127,34535,0
000000186632.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.0127,6.8760,3799,0
000000186632.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000001000000000000,0.281250,10.0127,8.7682,15946,0
000000186632.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.0127,12.8730,35939,0
000000186632.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.0127,13.1618,37650,0
000000186632.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011110,0.906250,10.0127,14.9094,39393,0
000000201775.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111000,0.968750,9.9778,9.9778,34506,0
000000201775.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.9778,8.5046,24430,0
000000201775.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000010000,0.300000,0,11101110110011111010111001111100,00000100000000000001000000000000,0.312500,9.9778,8.6645,20976,0
000000201775.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,9.9778,12.9330,36451,0
000000201775.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,9.9778,13.2026,36744,0
000000201775.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,9.9778,15.2898,37971,0
000000205647.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,9.8850,9.8850,34779,0
000000205647.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.8850,8.3869,11550,0
000000205647.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,9.8850,8.7032,9604,0
000000205647.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,9.8850,12.8231,36744,0
000000205647.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,9.8850,13.0736,37271,0
000000205647.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,9.8850,14.7539,38137,0
000000207306.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111000,0.968750,10.1857,10.1857,34627,0
000000207306.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.1857,8.0684,21616,0
000000207306.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.1857,7.9067,26750,0
000000207306.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.1857,12.9342,36782,0
000000207306.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.1857,13.1797,38345,0
000000207306.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.1857,14.8718,37750,0
000000210299.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111000,0.968750,10.0114,10.0114,34758,0
000000210299.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.0114,8.9316,7690,0
000000210299.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000000000,0.200000,0,11101110110011111010111001111100,00000000000000000000000000000000,0.312500,10.0114,8.2549,20956,0
000000210299.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0114,12.8681,35865,0
000000210299.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.0114,13.1185,38840,0
000000210299.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110110011,0.800000,0,11101110110011111010111001111100,01101100110011111010111001011100,0.906250,10.0114,15.1025,38418,0
000000219440.png,five_region_spatial,2.5000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.5929,10.5929,34664,0
000000219440.png,five_region_spatial,2.5000,uncoded10,crop_bottom_right_50,1110111011,1000010001,0.500000,0,11101110110011111010111001111100,10000100010000100011010000000000,0.468750,10.5929,6.9392,31459,0
000000219440.png,five_region_spatial,2.5000,uncoded10,crop_center_50,1110111011,0000010000,0.300000,0,11101110110011111010111001111100,00000100000000000001000000000000,0.312500,10.5929,9.0942,25933,0
000000219440.png,five_region_spatial,2.5000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,10.5929,13.0001,36582,0
000000219440.png,five_region_spatial,2.5000,uncoded10,jpeg_q20,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001111100,0.968750,10.5929,13.2217,36236,0
000000219440.png,five_region_spatial,2.5000,uncoded10,resize_0.25_jpeg_q50,1110111011,0110111011,0.900000,0,11101110110011111010111001111100,01101110110011111010111001011100,0.937500,10.5929,14.6901,36765,0
