image,attack,bit_accuracy,message_success
000000562243.png,rotate_180,0.531250,0
000000562243.png,flip_h,0.656250,0
000000562243.png,flip_v,0.500000,0
000000562243.png,rotate_45_crop_50,0.500000,0
000000563470.png,none,1.000000,1
000000563470.png,rotate_15,0.531250,0
000000563470.png,rotate_30,0.500000,0
000000563470.png,rotate_45,0.500000,0
000000563470.png,rotate_90,0.500000,0
000000563470.png,rotate_180,0.593750,0
000000563470.png,flip_h,0.625000,0
000000563470.png,flip_v,0.531250,0
000000563470.png,rotate_45_crop_50,0.500000,0
000000573258.png,none,1.000000,1
000000573258.png,rotate_15,0.562500,0
000000573258.png,rotate_30,0.500000,0
000000573258.png,rotate_45,0.500000,0
000000573258.png,rotate_90,0.500000,0
000000573258.png,rotate_180,0.500000,0
000000573258.png,flip_h,0.656250,0
000000573258.png,flip_v,0.562500,0
000000573258.png,rotate_45_crop_50,0.500000,0
000000575243.png,none,1.000000,1
000000575243.png,rotate_15,0.531250,0
000000575243.png,rotate_30,0.531250,0
000000575243.png,rotate_45,0.468750,0
000000575243.png,rotate_90,0.500000,0
000000575243.png,rotate_180,0.500000,0
000000575243.png,flip_h,0.656250,0
000000575243.png,flip_v,0.531250,0
000000575243.png,rotate_45_crop_50,0.500000,0
