image,attack,scheme,decoder,message,predicted,bit_accuracy,message_success,psnr_vs_original,mask_pixels,component_count,used_fallback
000000005529.png,occlusion_0.05,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.0170,26328,1,0
000000005529.png,occlusion_0.05,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.0170,26328,1,0
000000005529.png,occlusion_0.1,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,10.8538,28806,,0
000000005529.png,occlusion_0.1,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.8042,22198,,0
000000005529.png,occlusion_0.1,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.8042,22198,1,0
000000005529.png,occlusion_0.1,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.8042,22198,1,0
000000005529.png,occlusion_0.2,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,7.5168,30319,,0
000000005529.png,occlusion_0.2,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,7.7834,23149,,0
000000005529.png,occlusion_0.2,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,7.7834,23149,1,0
000000005529.png,occlusion_0.2,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,7.7834,23149,1,0
000000005529.png,partial_removal_0.05,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.9175,34722,,0
000000005529.png,partial_removal_0.05,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.6663,23673,,0
000000005529.png,partial_removal_0.05,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.6663,23673,1,0
000000005529.png,partial_removal_0.05,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.6663,23673,1,0
000000005529.png,partial_removal_0.1,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.1116,33000,,0
000000005529.png,partial_removal_0.1,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.5901,23656,,0
000000005529.png,partial_removal_0.1,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.5901,23656,1,0
000000005529.png,partial_removal_0.1,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.5901,23656,1,0
000000005529.png,partial_removal_0.2,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.5840,24334,,0
000000005529.png,partial_removal_0.2,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.1881,16960,,0
000000005529.png,partial_removal_0.2,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.1881,16960,1,0
000000005529.png,partial_removal_0.2,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.1881,16960,1,0
000000021167.png,none,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.1957,34345,,0
000000021167.png,none,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.2141,37295,,0
000000021167.png,none,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.2141,37295,1,0
000000021167.png,none,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.2141,37295,1,0
000000021167.png,jpeg_q95,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6353,33375,,0
000000021167.png,jpeg_q95,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.7065,34388,,0
000000021167.png,jpeg_q95,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.7065,34388,1,0
000000021167.png,jpeg_q95,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.7065,34388,1,0
000000021167.png,jpeg_q85,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6027,33485,,0
000000021167.png,jpeg_q85,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6689,34407,,0
000000021167.png,jpeg_q85,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6689,34407,1,0
000000021167.png,jpeg_q85,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6689,34407,1,0
000000021167.png,jpeg_q75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.5841,33686,,0
000000021167.png,jpeg_q75,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6414,35313,,0
000000021167.png,jpeg_q75,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6414,35313,1,0
000000021167.png,jpeg_q75,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6414,35313,1,0
000000021167.png,jpeg_q65,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.5878,33752,,0
000000021167.png,jpeg_q65,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6387,35338,,0
000000021167.png,jpeg_q65,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6387,35338,1,0
000000021167.png,jpeg_q65,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6387,35338,1,0
000000021167.png,jpeg_q50,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6219,34017,,0
000000021167.png,jpeg_q50,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6865,35231,,0
000000021167.png,jpeg_q50,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6865,35231,1,0
000000021167.png,jpeg_q50,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.6865,35231,1,0
000000021167.png,jpeg_q30,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.8181,35003,,0
000000021167.png,jpeg_q30,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.9578,36250,,0
000000021167.png,jpeg_q30,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.9578,36250,1,0
000000021167.png,jpeg_q30,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.9578,36250,1,0
000000021167.png,resize_0.75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.2387,33899,,0
000000021167.png,resize_0.75,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.2866,35428,,0
000000021167.png,resize_0.75,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.2866,35428,1,0
000000021167.png,resize_0.75,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.2866,35428,1,0
000000021167.png,resize_0.5,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.0179,33732,,0
000000021167.png,resize_0.5,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.0974,35040,,0
000000021167.png,resize_0.5,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.0974,35040,1,0
000000021167.png,resize_0.5,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.0974,35040,1,0
000000021167.png,resize_0.25,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110110,0.968750,0,15.7680,35458,,0
000000021167.png,resize_0.25,redundant_regions,global_mask_average,00101100010101110000001011110100,01101100010111110000001011110110,0.906250,0,15.9416,38843,,0
000000021167.png,resize_0.25,redundant_regions,component_majority,00101100010101110000001011110100,01101100010111110000001011110110,0.906250,0,15.9416,38843,1,0
000000021167.png,resize_0.25,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,01101100010111110000001011110110,0.906250,0,15.9416,38843,1,0
000000021167.png,center_crop_0.9,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010100110000001011111100,0.937500,0,11.1565,39341,,0
000000021167.png,center_crop_0.9,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010100100000001011111100,0.906250,0,11.2296,41490,,0
000000021167.png,center_crop_0.9,redundant_regions,component_majority,00101100010101110000001011110100,00101100010100100000001011111100,0.906250,0,11.2296,41490,1,0
000000021167.png,center_crop_0.9,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010100100000001011111100,0.906250,0,11.2296,41490,1,0
000000021167.png,center_crop_0.75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00100000000000000000000010000000,0.625000,0,9.9107,24746,,0
000000021167.png,center_crop_0.75,redundant_regions,global_mask_average,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,9.8440,0,,1
000000021167.png,center_crop_0.75,redundant_regions,component_majority,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,9.8440,0,0,1
000000021167.png,center_crop_0.75,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,9.8440,0,0,1
000000021167.png,center_crop_0.5,baseline_single_region,global_mask_average,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,8.5712,0,,1
000000021167.png,center_crop_0.5,redundant_regions,global_mask_average,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,8.8348,0,,1
000000021167.png,center_crop_0.5,redundant_regions,component_majority,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,8.8348,0,0,1
000000021167.png,center_crop_0.5,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,8.8348,0,0,1
000000021167.png,random_crop_0.9,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101100000001011111110,0.906250,0,10.9605,39534,,0
000000021167.png,random_crop_0.9,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100110100100000001011010100,0.875000,0,11.0532,37609,,0
000000021167.png,random_crop_0.9,redundant_regions,component_majority,00101100010101110000001011110100,00101100110100100000001011010100,0.875000,0,11.0532,37609,1,0
000000021167.png,random_crop_0.9,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100110100100000001011010100,0.875000,0,11.0532,37609,1,0
000000021167.png,random_crop_0.75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00000000010000000000000010000000,0.625000,0,10.6815,27156,,0
000000021167.png,random_crop_0.75,redundant_regions,global_mask_average,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,10.0045,0,,1
000000021167.png,random_crop_0.75,redundant_regions,component_majority,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,10.0045,0,0,1
000000021167.png,random_crop_0.75,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00000000000000000000000000000000,0.000000,0,10.0045,0,0,1
000000021167.png,random_crop_0.5,baseline_single_region,global_mask_average,00101100010101110000001011110100,00100000000000000010000000000000,0.562500,0,9.0357,9900,,0
000000021167.png,random_crop_0.5,redundant_regions,global_mask_average,00101100010101110000001011110100,10000111000010011010110101010010,0.375000,0,8.5237,56747,,0
000000021167.png,random_crop_0.5,redundant_regions,component_majority,00101100010101110000001011110100,10000111000010011010110101010010,0.375000,0,8.5237,56747,1,0
000000021167.png,random_crop_0.5,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,10000111000010011010110101010010,0.375000,0,8.5237,56747,1,0
000000021167.png,occlusion_0.05,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3922,32124,,0
000000021167.png,occlusion_0.05,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3601,34882,,0
000000021167.png,occlusion_0.05,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3601,34882,1,0
000000021167.png,occlusion_0.05,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3601,34882,1,0
000000021167.png,occlusion_0.1,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.8950,30723,,0
000000021167.png,occlusion_0.1,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3245,31775,,0
000000021167.png,occlusion_0.1,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3245,31775,1,0
000000021167.png,occlusion_0.1,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.3245,31775,1,0
000000021167.png,occlusion_0.2,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.5871,21728,,0
000000021167.png,occlusion_0.2,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.9710,27680,,0
000000021167.png,occlusion_0.2,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.9710,27680,1,0
000000021167.png,occlusion_0.2,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.9710,27680,1,0
000000021167.png,partial_removal_0.05,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.6345,31657,,0
000000021167.png,partial_removal_0.05,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.6018,33976,,0
000000021167.png,partial_removal_0.05,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.6018,33976,1,0
000000021167.png,partial_removal_0.05,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.6018,33976,1,0
000000021167.png,partial_removal_0.1,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,12.9516,29414,,0
000000021167.png,partial_removal_0.1,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.0844,29872,,0
000000021167.png,partial_removal_0.1,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.0844,29872,1,0
000000021167.png,partial_removal_0.1,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.0844,29872,1,0
000000021167.png,partial_removal_0.2,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.1063,21595,,0
000000021167.png,partial_removal_0.2,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.4111,27337,,0
000000021167.png,partial_removal_0.2,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.4111,27337,1,0
000000021167.png,partial_removal_0.2,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.4111,27337,1,0
000000022705.png,none,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,11.6805,34454,,0
000000022705.png,none,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.0769,25497,,0
000000022705.png,none,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.0769,25497,2,0
000000022705.png,none,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,13.0769,25497,2,0
000000022705.png,jpeg_q95,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.1863,34193,,0
000000022705.png,jpeg_q95,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.5247,25153,,0
000000022705.png,jpeg_q95,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.5247,25153,2,0
000000022705.png,jpeg_q95,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.5247,25153,2,0
000000022705.png,jpeg_q85,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.1607,34296,,0
000000022705.png,jpeg_q85,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.4934,25213,,0
000000022705.png,jpeg_q85,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.4934,25213,2,0
000000022705.png,jpeg_q85,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.4934,25213,2,0
000000022705.png,jpeg_q75,baseline_single_region,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,14.1315,34201,,0
000000022705.png,jpeg_q75,redundant_regions,global_mask_average,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.4569,25397,,0
000000022705.png,jpeg_q75,redundant_regions,component_majority,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.4569,25397,2,0
000000022705.png,jpeg_q75,redundant_regions,component_confidence_weighted,00101100010101110000001011110100,00101100010101110000001011110100,1.000000,1,15.4569,25397,2,0
