image,scheme,scaling_w,coding,attack,payload,decoded_payload,payload_accuracy,payload_success,full_message,predicted_full_message,full_bit_accuracy,psnr_watermarked,psnr_attacked,mask_pixels,used_fallback
trex_bike.jpg,dwsf_5region_spatial,2.5000,rep3_10,crop_center_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011011111100011011100,0.937500,40.0426,11.1363,31248,0
trex_bike.jpg,dwsf_5region_spatial,2.5000,rep3_10,jpeg_q30,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.0426,29.7332,25010,0
trex_bike.jpg,dwsf_5region_spatial,2.5000,rep3_10,jpeg_q20,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.0426,28.4815,20250,0
trex_bike.jpg,dwsf_5region_spatial,2.5000,rep3_10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.0426,24.5134,28120,0
alpaca.jpg,dwsf_5region_spatial,3.0000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,35.2711,35.2711,32901,0
alpaca.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,35.2711,9.9073,32949,0
alpaca.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_center_50,1110111011,1010111011,0.900000,0,11101110110011111010111001111100,10101110110011111010111001111100,0.968750,35.2711,9.5292,31538,0
alpaca.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,35.2711,25.4067,32968,0
alpaca.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,35.2711,24.5398,32880,0
alpaca.jpg,dwsf_5region_spatial,3.0000,uncoded10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,35.2711,19.6242,32901,0
ducks.jpg,dwsf_5region_spatial,3.0000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,40.4657,40.4657,32856,0
ducks.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,40.4657,11.3034,32947,0
ducks.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_center_50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,40.4657,10.8251,31360,0
ducks.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,40.4657,32.3168,32692,0
ducks.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,40.4657,31.0942,31956,0
ducks.jpg,dwsf_5region_spatial,3.0000,uncoded10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,40.4657,28.7168,32973,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,39.0183,39.0183,32984,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011110010111001111100,0.968750,39.0183,11.6806,32786,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_center_50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011110010111001111100,0.968750,39.0183,13.0442,28709,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q30,1110111011,1010011011,0.800000,0,11101110110011111010111001111100,10100110111000111010111001111101,0.812500,39.0183,29.8912,28200,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q20,1110111011,1000010010,0.500000,0,11101110110011111010111001111100,10000100100000000000000001001000,0.468750,39.0183,28.5854,22243,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,uncoded10,resize_0.25_jpeg_q50,1110111011,1010011011,0.800000,0,11101110110011111010111001111100,10100110110000101010111001111000,0.812500,39.0183,27.9010,38445,0
seabackground.jpg,dwsf_5region_spatial,3.0000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,37.5050,37.5050,32842,0
seabackground.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001101100,0.968750,37.5050,12.3043,32785,0
seabackground.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_center_50,1110111011,1010111011,0.900000,0,11101110110011111010111001111100,10101110110011111010111001111100,0.968750,37.5050,14.3969,30990,0
seabackground.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,37.5050,25.1511,25147,0
seabackground.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110001111010111001011100,0.937500,37.5050,23.7687,21247,0
seabackground.jpg,dwsf_5region_spatial,3.0000,uncoded10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,37.5050,20.6453,30890,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,uncoded10,none,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,38.4121,38.4121,32433,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,38.4121,10.1551,32799,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,uncoded10,crop_center_50,1110111011,1010111011,0.900000,0,11101110110011111010111001111100,10101110110011111010111001111100,0.968750,38.4121,11.1352,31947,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q30,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,38.4121,29.6201,27140,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,uncoded10,jpeg_q20,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,38.4121,28.4227,23696,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,uncoded10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11101110110011111010111001111100,11101110110011111010111001111100,1.000000,38.4121,24.4730,29889,0
alpaca.jpg,dwsf_5region_spatial,3.0000,rep3_10,none,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,35.2975,35.2975,32780,0
alpaca.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,35.2975,9.9107,32266,0
alpaca.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_center_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,35.2975,9.5301,31278,0
alpaca.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q30,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,35.2975,25.4089,32799,0
alpaca.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q20,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,35.2975,24.5421,32735,0
alpaca.jpg,dwsf_5region_spatial,3.0000,rep3_10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,35.2975,19.6249,32757,0
ducks.jpg,dwsf_5region_spatial,3.0000,rep3_10,none,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.4847,40.4847,32600,0
ducks.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.4847,11.3025,32819,0
ducks.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_center_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.4847,10.8243,31115,0
ducks.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q30,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.4847,32.3272,32411,0
ducks.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q20,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.4847,31.0887,31070,0
ducks.jpg,dwsf_5region_spatial,3.0000,rep3_10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,40.4847,28.7194,32755,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,rep3_10,none,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,39.0282,39.0282,32684,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11101111100011011111100011010100,0.875000,39.0282,11.6841,32696,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_center_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111000011110100,0.937500,39.0282,13.0408,28324,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q30,1110111011,0110111011,0.900000,0,11111111100011111111100011111100,10011010100011111111100011010101,0.781250,39.0282,29.9183,26162,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q20,1110111011,0000001001,0.400000,0,11111111100011111111100011111100,00001000100000101011100001010100,0.562500,39.0282,28.5760,38028,0
gauguin_256.jpg,dwsf_5region_spatial,3.0000,rep3_10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,10111111100001111111100011011100,0.906250,39.0282,27.9153,31493,0
seabackground.jpg,dwsf_5region_spatial,3.0000,rep3_10,none,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,37.5148,37.5148,32613,0
seabackground.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,10111111100011111111100001111100,0.937500,37.5148,12.3050,32681,0
seabackground.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_center_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,10111111100011111111100001111100,0.937500,37.5148,14.3998,30452,0
seabackground.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q30,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,37.5148,25.1515,22014,0
seabackground.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q20,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100010111011100011011100,0.906250,37.5148,23.7800,11617,0
seabackground.jpg,dwsf_5region_spatial,3.0000,rep3_10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,37.5148,20.6469,28016,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,rep3_10,none,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,38.4704,38.4704,32363,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_bottom_right_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,38.4704,10.1579,32762,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,rep3_10,crop_center_50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011011111100011011100,0.937500,38.4704,11.1356,31505,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q30,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,38.4704,29.6256,25292,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,rep3_10,jpeg_q20,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,38.4704,28.3971,23771,0
trex_bike.jpg,dwsf_5region_spatial,3.0000,rep3_10,resize_0.25_jpeg_q50,1110111011,1110111011,1.000000,1,11111111100011111111100011111100,11111111100011111111100011111100,1.000000,38.4704,24.4797,30017,0
