scheme,area_percent,block_count,attack,mean_bit_accuracy,min_bit_accuracy,message_success_rate,mean_psnr_watermarked,num_images
distributed_q30_5block,30,5,crop_bottom_right_50,0.593750,0.593750,0.000000,12.3430,5
distributed_q30_5block,30,5,crop_center_50,0.593750,0.593750,0.000000,12.3430,5
distributed_q30_5block,30,5,crop_top_left_50,0.593750,0.593750,0.000000,12.3430,5
distributed_q30_5block,30,5,jpeg_q20,1.000000,1.000000,1.000000,12.3430,5
distributed_q30_5block,30,5,jpeg_q30,1.000000,1.000000,1.000000,12.3430,5
distributed_q30_5block,30,5,none,0.993750,0.968750,0.800000,12.3430,5
distributed_q30_5block,30,5,remove_center_40,1.000000,1.000000,1.000000,12.3430,5
distributed_q30_5block,30,5,resize_0.25_jpeg_q50,0.918750,0.906250,0.000000,12.3430,5
distributed_q30_9block,30,9,black_center_40,1.000000,1.000000,1.000000,12.3932,5
distributed_q30_9block,30,9,crop_bottom_right_50,0.593750,0.593750,0.000000,12.3932,5
distributed_q30_9block,30,9,crop_center_50,0.475000,0.000000,0.000000,12.3932,5
distributed_q30_9block,30,9,crop_top_left_50,0.475000,0.000000,0.000000,12.3932,5
distributed_q30_9block,30,9,jpeg_q20,0.987500,0.968750,0.600000,12.3932,5
distributed_q30_9block,30,9,jpeg_q30,1.000000,1.000000,1.000000,12.3932,5
distributed_q30_9block,30,9,none,0.956250,0.906250,0.200000,12.3932,5
distributed_q30_9block,30,9,remove_center_40,1.000000,1.000000,1.000000,12.3932,5
distributed_q30_9block,30,9,resize_0.25_jpeg_q50,0.881250,0.812500,0.000000,12.3932,5
distributed_q50_5block,50,5,black_center_40,1.000000,1.000000,1.000000,10.1785,5
distributed_q50_5block,50,5,crop_bottom_right_50,0.587500,0.562500,0.000000,10.1785,5
distributed_q50_5block,50,5,crop_center_50,0.593750,0.593750,0.000000,10.1785,5
distributed_q50_5block,50,5,crop_top_left_50,0.593750,0.593750,0.000000,10.1785,5
distributed_q50_5block,50,5,jpeg_q20,1.000000,1.000000,1.000000,10.1785,5
distributed_q50_5block,50,5,jpeg_q30,1.000000,1.000000,1.000000,10.1785,5
distributed_q50_5block,50,5,none,1.000000,1.000000,1.000000,10.1785,5
distributed_q50_5block,50,5,remove_center_40,1.000000,1.000000,1.000000,10.1785,5
distributed_q50_5block,50,5,resize_0.25_jpeg_q50,0.906250,0.906250,0.000000,10.1785,5
distributed_q50_9block,50,9,black_center_40,1.000000,1.000000,1.000000,10.2231,5
distributed_q50_9block,50,9,crop_bottom_right_50,0.475000,0.000000,0.000000,10.2231,5
distributed_q50_9block,50,9,crop_center_50,0.475000,0.000000,0.000000,10.2231,5
distributed_q50_9block,50,9,crop_top_left_50,0.237500,0.000000,0.000000,10.2231,5
distributed_q50_9block,50,9,jpeg_q20,1.000000,1.000000,1.000000,10.2231,5
distributed_q50_9block,50,9,jpeg_q30,1.000000,1.000000,1.000000,10.2231,5
distributed_q50_9block,50,9,none,1.000000,1.000000,1.000000,10.2231,5
distributed_q50_9block,50,9,remove_center_40,1.000000,1.000000,1.000000,10.2231,5
distributed_q50_9block,50,9,resize_0.25_jpeg_q50,0.912500,0.906250,0.000000,10.2231,5
single_center_50pct,50,1,black_center_40,0.987500,0.968750,0.600000,10.1487,5
single_center_50pct,50,1,crop_bottom_right_50,0.587500,0.562500,0.000000,10.1487,5
single_center_50pct,50,1,crop_center_50,0.643750,0.625000,0.000000,10.1487,5
single_center_50pct,50,1,crop_top_left_50,0.593750,0.593750,0.000000,10.1487,5
single_center_50pct,50,1,jpeg_q20,0.993750,0.968750,0.800000,10.1487,5
single_center_50pct,50,1,jpeg_q30,0.993750,0.968750,0.800000,10.1487,5
single_center_50pct,50,1,none,1.000000,1.000000,1.000000,10.1487,5
single_center_50pct,50,1,remove_center_40,0.962500,0.937500,0.000000,10.1487,5
single_center_50pct,50,1,resize_0.25_jpeg_q50,0.893750,0.875000,0.000000,10.1487,5
