image,attack,method,selected_branch,message,predicted,bit_accuracy,message_success,selected_confidence,psnr_vs_original
000000005529.png,jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997443,14.2026
000000005529.png,jpeg_q50,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998627,14.2026
000000005529.png,jpeg_q50,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998627,14.2026
000000005529.png,jpeg_q50,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998627,14.2026
000000005529.png,jpeg_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.994235,14.4019
000000005529.png,jpeg_q30,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997532,14.4019
000000005529.png,jpeg_q30,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997532,14.4019
000000005529.png,jpeg_q30,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997532,14.4019
000000005529.png,jpeg_q20,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.972189,14.6241
000000005529.png,jpeg_q20,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.994526,14.6241
000000005529.png,jpeg_q20,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.994526,14.6241
000000005529.png,jpeg_q20,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.994526,14.6241
000000005529.png,resize_0.75_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998026,14.4330
000000005529.png,resize_0.75_jpeg_q50,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998744,14.4330
000000005529.png,resize_0.75_jpeg_q50,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998744,14.4330
000000005529.png,resize_0.75_jpeg_q50,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998744,14.4330
000000005529.png,resize_0.5_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998110,14.6734
000000005529.png,resize_0.5_jpeg_q50,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998705,14.6734
000000005529.png,resize_0.5_jpeg_q50,similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998705,14.6734
000000005529.png,resize_0.5_jpeg_q50,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998705,14.6734
000000005529.png,resize_0.25_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.992772,15.8823
000000005529.png,resize_0.25_jpeg_q50,confidence_select,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.993003,15.8823
000000005529.png,resize_0.25_jpeg_q50,similarity_select,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.993003,15.8823
000000005529.png,resize_0.25_jpeg_q50,oracle_best_branch,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.993003,15.8823
000000005529.png,jpeg_q50_then_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.974162,15.6397
000000005529.png,jpeg_q50_then_q30,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001011010,0.968750,0,0.978029,15.6397
000000005529.png,jpeg_q50_then_q30,similarity_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.974252,15.6397
000000005529.png,jpeg_q50_then_q30,oracle_best_branch,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.974252,15.6397
000000021167.png,jpeg_q95,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997876,14.3818
000000021167.png,jpeg_q95,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998617,14.3818
000000021167.png,jpeg_q95,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998617,14.3818
000000021167.png,jpeg_q95,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998617,14.3818
000000021167.png,jpeg_q85,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997937,14.3561
000000021167.png,jpeg_q85,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998676,14.3561
000000021167.png,jpeg_q85,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998676,14.3561
000000021167.png,jpeg_q85,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998676,14.3561
000000021167.png,jpeg_q75,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997671,14.3411
000000021167.png,jpeg_q75,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998535,14.3411
000000021167.png,jpeg_q75,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998535,14.3411
000000021167.png,jpeg_q75,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998535,14.3411
000000021167.png,jpeg_q65,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997991,14.3381
000000021167.png,jpeg_q65,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998602,14.3381
000000021167.png,jpeg_q65,similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998602,14.3381
000000021167.png,jpeg_q65,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998602,14.3381
000000021167.png,jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998169,14.3910
000000021167.png,jpeg_q50,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998623,14.3910
000000021167.png,jpeg_q50,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998623,14.3910
000000021167.png,jpeg_q50,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998623,14.3910
000000021167.png,jpeg_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.993426,14.6464
000000021167.png,jpeg_q30,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996770,14.6464
000000021167.png,jpeg_q30,similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996770,14.6464
000000021167.png,jpeg_q30,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996770,14.6464
000000021167.png,jpeg_q20,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.983129,14.9305
000000021167.png,jpeg_q20,confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.991484,14.9305
000000021167.png,jpeg_q20,similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.991484,14.9305
000000021167.png,jpeg_q20,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.991484,14.9305
000000021167.png,resize_0.75_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998264,14.6684
000000021167.png,resize_0.75_jpeg_q50,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998534,14.6684
000000021167.png,resize_0.75_jpeg_q50,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998534,14.6684
000000021167.png,resize_0.75_jpeg_q50,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998534,14.6684
000000021167.png,resize_0.5_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998240,15.0219
000000021167.png,resize_0.5_jpeg_q50,confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998516,15.0219
000000021167.png,resize_0.5_jpeg_q50,similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998516,15.0219
000000021167.png,resize_0.5_jpeg_q50,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998516,15.0219
000000021167.png,resize_0.25_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.992607,16.7395
000000021167.png,resize_0.25_jpeg_q50,confidence_select,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.992670,16.7395
000000021167.png,resize_0.25_jpeg_q50,similarity_select,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.992670,16.7395
000000021167.png,resize_0.25_jpeg_q50,oracle_best_branch,jpeg_mask_keep8,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.992670,16.7395
000000021167.png,jpeg_q50_then_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.982022,15.7720
000000021167.png,jpeg_q50_then_q30,confidence_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.983312,15.7720
000000021167.png,jpeg_q50_then_q30,similarity_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.983312,15.7720
000000021167.png,jpeg_q50_then_q30,oracle_best_branch,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.983312,15.7720
000000022705.png,jpeg_q95,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997355,13.8782
000000022705.png,jpeg_q95,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998222,13.8782
000000022705.png,jpeg_q95,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998222,13.8782
000000022705.png,jpeg_q95,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998222,13.8782
000000022705.png,jpeg_q85,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997358,13.8563
000000022705.png,jpeg_q85,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998201,13.8563
000000022705.png,jpeg_q85,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998201,13.8563
000000022705.png,jpeg_q85,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998201,13.8563
000000022705.png,jpeg_q75,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996737,13.8395
000000022705.png,jpeg_q75,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998102,13.8395
000000022705.png,jpeg_q75,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998102,13.8395
000000022705.png,jpeg_q75,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998102,13.8395
000000022705.png,jpeg_q65,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996935,13.8345
000000022705.png,jpeg_q65,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998151,13.8345
000000022705.png,jpeg_q65,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998151,13.8345
000000022705.png,jpeg_q65,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998151,13.8345
000000022705.png,jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997026,13.9018
000000022705.png,jpeg_q50,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998065,13.9018
000000022705.png,jpeg_q50,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998065,13.9018
000000022705.png,jpeg_q50,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998065,13.9018
000000022705.png,jpeg_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996077,14.0972
000000022705.png,jpeg_q30,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996991,14.0972
000000022705.png,jpeg_q30,similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996991,14.0972
000000022705.png,jpeg_q30,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996991,14.0972
000000022705.png,jpeg_q20,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001000010,0.968750,0,0.953983,14.4365
000000022705.png,jpeg_q20,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.968542,14.4365
000000022705.png,jpeg_q20,similarity_select,jpeg_mask_keep4,11101001100100000111100001001010,11101001100100000111100001000010,0.968750,0,0.955524,14.4365
000000022705.png,jpeg_q20,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.968542,14.4365
000000022705.png,resize_0.75_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997203,14.2500
000000022705.png,resize_0.75_jpeg_q50,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998028,14.2500
000000022705.png,resize_0.75_jpeg_q50,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998028,14.2500
000000022705.png,resize_0.75_jpeg_q50,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998028,14.2500
000000022705.png,resize_0.5_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997448,14.5797
000000022705.png,resize_0.5_jpeg_q50,confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997952,14.5797
000000022705.png,resize_0.5_jpeg_q50,similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997952,14.5797
000000022705.png,resize_0.5_jpeg_q50,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997952,14.5797
000000022705.png,resize_0.25_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.988801,16.2745
000000022705.png,resize_0.25_jpeg_q50,confidence_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.989175,16.2745
000000022705.png,resize_0.25_jpeg_q50,similarity_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.989175,16.2745
000000022705.png,resize_0.25_jpeg_q50,oracle_best_branch,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.989175,16.2745
000000022705.png,jpeg_q50_then_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.962791,15.3892
000000022705.png,jpeg_q50_then_q30,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.964641,15.3892
000000022705.png,jpeg_q50_then_q30,similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.964641,15.3892
000000022705.png,jpeg_q50_then_q30,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.964641,15.3892
000000025228.png,jpeg_q95,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998017,13.9478
000000025228.png,jpeg_q95,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998457,13.9478
000000025228.png,jpeg_q95,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998457,13.9478
000000025228.png,jpeg_q95,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998457,13.9478
000000025228.png,jpeg_q85,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997998,13.9304
000000025228.png,jpeg_q85,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998463,13.9304
000000025228.png,jpeg_q85,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998463,13.9304
000000025228.png,jpeg_q85,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998463,13.9304
000000025228.png,jpeg_q75,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997909,13.9209
000000025228.png,jpeg_q75,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998471,13.9209
000000025228.png,jpeg_q75,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998471,13.9209
000000025228.png,jpeg_q75,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998471,13.9209
000000025228.png,jpeg_q65,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997951,13.9218
000000025228.png,jpeg_q65,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998467,13.9218
000000025228.png,jpeg_q65,similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998467,13.9218
000000025228.png,jpeg_q65,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998467,13.9218
000000025228.png,jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997925,13.9782
000000025228.png,jpeg_q50,confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998410,13.9782
000000025228.png,jpeg_q50,similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998410,13.9782
000000025228.png,jpeg_q50,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998410,13.9782
000000025228.png,jpeg_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.995770,14.2200
000000025228.png,jpeg_q30,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996907,14.2200
000000025228.png,jpeg_q30,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996907,14.2200
000000025228.png,jpeg_q30,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996907,14.2200
000000025228.png,jpeg_q20,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.967654,14.5328
000000025228.png,jpeg_q20,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.987142,14.5328
000000025228.png,jpeg_q20,similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.987142,14.5328
000000025228.png,jpeg_q20,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.987142,14.5328
000000025228.png,resize_0.75_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998210,14.2707
000000025228.png,resize_0.75_jpeg_q50,confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998431,14.2707
000000025228.png,resize_0.75_jpeg_q50,similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998431,14.2707
000000025228.png,resize_0.75_jpeg_q50,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998431,14.2707
000000025228.png,resize_0.5_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997877,14.6226
000000025228.png,resize_0.5_jpeg_q50,confidence_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998133,14.6226
000000025228.png,resize_0.5_jpeg_q50,similarity_select,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998133,14.6226
000000025228.png,resize_0.5_jpeg_q50,oracle_best_branch,real_jpeg_q50,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.998133,14.6226
000000025228.png,resize_0.25_jpeg_q50,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.976607,16.4355
000000025228.png,resize_0.25_jpeg_q50,confidence_select,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.977441,16.4355
000000025228.png,resize_0.25_jpeg_q50,similarity_select,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.977441,16.4355
000000025228.png,resize_0.25_jpeg_q50,oracle_best_branch,jpeg_mask_keep10,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.977441,16.4355
000000025228.png,jpeg_q50_then_q30,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.948737,15.3526
000000025228.png,jpeg_q50_then_q30,confidence_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.956158,15.3526
000000025228.png,jpeg_q50_then_q30,similarity_select,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.956158,15.3526
000000025228.png,jpeg_q50_then_q30,oracle_best_branch,jpeg_mask_keep6,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.956158,15.3526
000000027620.png,jpeg_q95,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996472,14.1308
000000027620.png,jpeg_q95,confidence_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997993,14.1308
000000027620.png,jpeg_q95,similarity_select,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997993,14.1308
000000027620.png,jpeg_q95,oracle_best_branch,real_jpeg_q70,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997993,14.1308
000000027620.png,jpeg_q85,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996243,14.1100
000000027620.png,jpeg_q85,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997797,14.1100
000000027620.png,jpeg_q85,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997797,14.1100
000000027620.png,jpeg_q85,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997797,14.1100
000000027620.png,jpeg_q75,baseline_identity,identity,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.996644,14.0964
000000027620.png,jpeg_q75,confidence_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997928,14.0964
000000027620.png,jpeg_q75,similarity_select,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997928,14.0964
000000027620.png,jpeg_q75,oracle_best_branch,real_jpeg_q90,11101001100100000111100001001010,11101001100100000111100001001010,1.000000,1,0.997928,14.0964
