image,scheme,scaling_w,attack,candidate,box,message,predicted,bit_accuracy,confidence,mask_pixels,used_fallback
alpaca.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_2,"0,0,699,1009,0.5,6627",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
alpaca.jpg,dwsf_5region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.938154,31140,0
alpaca.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_0,"0,0,1746,2519,0.5,31140",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.938102,31146,0
alpaca.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_1,"34,57,1712,2492,0.5,26368",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.936151,32441,0
alpaca.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_2,"0,0,307,455,0.5,1278",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
alpaca.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_3,"0,2089,298,2519,0.5,1202",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
alpaca.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_4,"1448,0,1746,430,0.5,1187",11110110010100000011110000110001,10000000000000010000001000011000,0.500000,0.037310,613,0
alpaca.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.994931,32749,0
alpaca.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,1746,2519,0.5,32749",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.994922,32740,0
alpaca.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_1,"1038,0,1746,1021,0.5,6615",11110110010100000011110000110001,11110110110100000011110000110001,0.968750,0.700626,25034,0
alpaca.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_2,"0,0,708,1021,0.5,6584",11110110010100000011110000110001,10110110010101000011110000110001,0.937500,0.703384,34395,0
alpaca.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_3,"443,652,1303,1877,0.5,6581",11110110010100000011110000110001,11110110010100000011110000111001,0.968750,0.912133,28844,0
alpaca.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_4,"0,1510,699,2519,0.5,6535",11110110010100000011110000110001,11110110010101000011110000110001,0.968750,0.872963,37266,0
alpaca.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.994941,32735,0
alpaca.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,1746,2519,0.5,32735",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.994942,32746,0
alpaca.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"443,652,1303,1877,0.5,6577",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.922915,32159,0
alpaca.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_2,"1038,0,1746,1009,0.5,6575",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.933410,42143,0
alpaca.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_3,"0,0,708,1009,0.5,6567",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.936711,41164,0
alpaca.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_4,"0,1510,699,2519,0.5,6531",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.982512,40701,0
ducks.jpg,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.970862,31109,0
ducks.jpg,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"214,96,1920,2005,0.5,31109",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.939252,36065,0
ducks.jpg,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"214,96,1920,2005,0.5,31109",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.939252,36065,0
ducks.jpg,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.991279,33064,0
ducks.jpg,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"0,0,1706,1792,0.5,33064",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.995074,41595,0
ducks.jpg,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"0,0,1706,1792,0.5,33064",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.995074,41595,0
ducks.jpg,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.992733,65536,0
ducks.jpg,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,1920,2005,0.5,65536",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.992736,65536,0
ducks.jpg,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,1920,2005,0.5,65536",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.992736,65536,0
ducks.jpg,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.990336,31823,0
ducks.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,1920,2005,0.5,31823",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.990646,31841,0
ducks.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_1,"0,0,1920,2005,0.5,31823",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.990646,31841,0
ducks.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.995015,33415,0
ducks.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,1920,2005,0.5,33415",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.994987,33424,0
ducks.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,1920,2005,0.5,33415",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.994987,33424,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.903210,31122,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_0,"0,0,1920,2005,0.5,31122",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.902889,31071,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_1,"0,0,1528,1596,0.5,24917",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.857902,40828,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_2,"1170,1212,1920,2005,0.5,6205",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
ducks.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.925602,33017,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_0,"0,0,1920,2005,0.5,33017",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.926521,33009,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_1,"392,409,1920,2005,0.5,26301",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.946918,42906,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_2,"0,0,769,803,0.5,6716",11110110010100000011110000110001,00100001000100100010100000010000,0.625000,0.010851,158,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.930543,31031,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_0,"0,0,1920,2005,0.5,31031",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.929945,31039,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_1,"17,49,1896,1964,0.5,26254",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.936925,31712,0
ducks.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_2,"0,0,328,362,0.5,1270",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
ducks.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_3,"1601,1662,1920,2005,0.5,1189",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
ducks.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_4,"1582,0,1920,343,0.5,1159",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
ducks.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.994351,30838,0
ducks.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,1920,2005,0.5,30838",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.994326,30849,0
ducks.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_1,"0,1202,769,2005,0.5,6484",11110110010100000011110000110001,11110110010100000011110000110011,0.968750,0.929951,34385,0
ducks.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_2,"0,0,778,822,0.5,6280",11110110010100000011110000110001,01100000010100000010000000010000,0.718750,0.387461,9859,0
ducks.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_3,"486,517,1442,1504,0.5,6092",11110110010100000011110000110001,11110110010100000011110000110000,0.968750,0.754588,21003,0
ducks.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_4,"1151,1173,1920,2005,0.5,6085",11110110010100000011110000110001,00010000000000110100011000011001,0.500000,0.142379,1550,0
ducks.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.995342,32826,0
ducks.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,1920,2005,0.5,32826",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.995349,32752,0
ducks.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"1132,0,1920,822,0.5,6590",11110110010100000011110000110001,11110110110100000011110000111101,0.906250,0.830467,37997,0
ducks.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_2,"0,0,778,813,0.5,6586",11110110010100000011110000110001,11110110010100000010110000010001,0.937500,0.813487,35043,0
ducks.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_3,"488,499,1432,1498,0.5,6557",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.920948,30152,0
ducks.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_4,"1151,1183,1920,2005,0.5,6548",11110110010100000011110000110001,11110110010100000011110000111001,0.968750,0.874964,38022,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.944778,36304,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"15,0,256,256,0.5,36304",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.923641,38634,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"15,27,256,256,0.5,33704",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.959498,39690,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_top_left_50,bbox_2,"144,0,256,46,0.5,2600",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,01110110010100000011110000110001,0.968750,0.898824,33362,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"0,0,230,229,0.5,33362",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.957118,41719,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"0,0,230,229,0.5,33362",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.957118,41719,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,01110010110100000011110000110001,0.906250,0.978806,65536,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,65536",11110110010100000011110000110001,01110010110100000011110000110001,0.906250,0.975964,65536,0
gauguin_256.jpg,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,256,256,0.5,65536",11110110010100000011110000110001,01110010110100000011110000110001,0.906250,0.975964,65536,0
gauguin_256.jpg,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,10010100100000000100010000000000,0.593750,0.243417,13740,0
gauguin_256.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,256,230,0.5,13740",11110110010100000011110000110001,10010100100000010100000010001000,0.468750,0.015685,221,0
gauguin_256.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_1,"14,9,182,170,0.5,6803",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_2,"146,76,235,206,0.5,3603",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_3,"126,0,256,68,0.5,3302",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,10110110100100000011110000010000,0.843750,0.699099,29236,0
gauguin_256.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,29236",11110110010100000011110000110001,10110110100100000011110000010000,0.843750,0.717248,29336,0
gauguin_256.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,29167",11110110010100000011110000110001,10110110100100000011110000010000,0.843750,0.717248,29336,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,11110010110100000011110000110001,0.937500,0.936619,34135,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_0,"0,0,256,256,0.5,34135",11110110010100000011110000110001,11110010110100000011110000110001,0.937500,0.939666,34185,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_1,"0,0,256,209,0.5,27646",11110110010100000011110000110001,11110000010000000011110000110001,0.906250,0.883336,38083,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_2,"154,155,256,256,0.5,6489",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,11110010010100000011110000110001,0.968750,0.849673,31366,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_0,"0,0,256,256,0.5,31366",11110110010100000011110000110001,11110010010100000011110000110001,0.968750,0.857201,31436,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_1,"54,54,256,256,0.5,24459",11110110010100000011110000110001,01100111010100000011110000111001,0.875000,0.875662,41357,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_2,"0,0,101,120,0.5,6907",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,11110010110100000011110000110001,0.937500,0.880109,28618,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_0,"0,0,256,256,0.5,28618",11110110010100000011110000110001,11110010110100000011110000110001,0.937500,0.876906,28667,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_1,"6,7,251,253,0.5,26074",11110110010100000011110000110001,11110110010101000011110000110001,0.968750,0.875057,31086,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_2,"0,0,64,45,0.5,1408",11110110010100000011110000110001,10100101101000110001010111101000,0.437500,0.318930,1477,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_3,"214,0,256,44,0.5,1136",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,10000000000000000011100100000001,0.656250,0.268966,9237,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_0,"0,0,256,104,0.5,9237",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_1,"0,0,128,104,0.5,5551",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,dwsf_5region_spatial,2.5000,jpeg_q20,bbox_2,"86,0,256,62,0.5,3686",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
gauguin_256.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,10110110110100000011010000010001,0.875000,0.790319,32894,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,256,256,0.5,32894",11110110010100000011110000110001,10110110110100000011010000010001,0.875000,0.791892,32736,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,0,256,256,0.5,24164",11110110010100000011110000110001,10110110110100000011010000010001,0.875000,0.791892,32736,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_2,"148,0,256,95,0.5,5050",11110110010100000011110000110001,10100100010001010001000001101001,0.625000,0.462701,3177,0
gauguin_256.jpg,dwsf_5region_spatial,2.5000,resize_0.25_jpeg_q50,bbox_3,"0,155,92,256,0.5,3680",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
seabackground.jpg,single_center_50pct,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.988525,32653,0
seabackground.jpg,single_center_50pct,2.5000,crop_top_left_50,bbox_0,"55,51,470,456,0.5,32653",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.979123,41621,0
seabackground.jpg,single_center_50pct,2.5000,crop_top_left_50,bbox_1,"55,51,470,456,0.5,32653",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.979123,41621,0
seabackground.jpg,single_center_50pct,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.992337,32975,0
seabackground.jpg,single_center_50pct,2.5000,crop_bottom_right_50,bbox_0,"0,0,418,405,0.5,32975",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.993916,41746,0
seabackground.jpg,single_center_50pct,2.5000,crop_bottom_right_50,bbox_1,"0,0,418,405,0.5,32975",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.993916,41746,0
seabackground.jpg,single_center_50pct,2.5000,crop_center_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.986720,65536,0
seabackground.jpg,single_center_50pct,2.5000,crop_center_50,bbox_0,"0,0,470,456,0.5,65536",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.986853,65536,0
seabackground.jpg,single_center_50pct,2.5000,crop_center_50,bbox_1,"0,0,470,456,0.5,65536",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.986853,65536,0
seabackground.jpg,single_center_50pct,2.5000,jpeg_q20,global,full,11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,5,1
seabackground.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_0,"0,0,470,416,0.2,1080",11110110010100000011110000110001,00000001000000000100010001010101,0.500000,0.013409,224,0
seabackground.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_1,"55,161,145,316,0.2,677",11110110010100000011110000110001,00000000000000000000000001000000,0.500000,0.002094,85,0
seabackground.jpg,single_center_50pct,2.5000,jpeg_q20,bbox_2,"90,33,222,57,0.2,293",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
seabackground.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.926848,28009,0
seabackground.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_0,"0,0,470,456,0.5,28009",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.934713,27772,0
seabackground.jpg,single_center_50pct,2.5000,resize_0.25_jpeg_q50,bbox_1,"0,16,470,456,0.5,27890",11110110010100000011110000110001,01111110010100000011110000110011,0.906250,0.878888,28348,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.983856,32985,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_0,"0,0,470,456,0.5,32985",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.983823,32997,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_1,"0,0,374,363,0.5,26443",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.984152,42786,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_top_left_50,bbox_2,"284,276,470,456,0.5,6542",11110110010100000011110000110001,00100000010000100101000110011011,0.500000,0.568961,7209,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.982854,32567,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_0,"0,0,470,456,0.5,32567",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.983274,32567,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_1,"96,98,470,456,0.5,25991",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.987242,42806,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_bottom_right_50,bbox_2,"0,0,186,183,0.5,6576",11110110010100000011110000110001,00111100100100010100001010010011,0.500000,0.492484,15825,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_center_50,global,full,11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.955757,30986,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_0,"0,0,470,456,0.5,30986",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.955605,31015,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_1,"12,0,458,447,0.5,26287",11110110010100000011110000110001,11110110010100000011110000110001,1.000000,0.916616,31914,0
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_2,"385,0,470,80,0.5,1254",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
seabackground.jpg,dwsf_5region_spatial,2.5000,crop_center_50,bbox_3,"0,380,83,456,0.5,1183",11110110010100000011110000110001,00000000000000000000000000000000,0.000000,0.000000,0,1
