image,attack,bit_accuracy,message_success
000000092177.png,random_crop_0.5,0.750000,0
000000092177.png,jpeg_q30,1.000000,1
000000098392.png,none,1.000000,1
000000098392.png,center_crop_0.5,1.000000,1
000000098392.png,center_crop_0.75,1.000000,1
000000098392.png,random_crop_0.5,0.750000,0
000000098392.png,jpeg_q30,1.000000,1
000000098520.png,none,1.000000,1
000000098520.png,center_crop_0.5,1.000000,1
000000098520.png,center_crop_0.75,1.000000,1
000000098520.png,random_crop_0.5,0.593750,0
000000098520.png,jpeg_q30,1.000000,1
000000107554.png,none,1.000000,1
000000107554.png,center_crop_0.5,1.000000,1
000000107554.png,center_crop_0.75,1.000000,1
000000107554.png,random_crop_0.5,0.656250,0
000000107554.png,jpeg_q30,1.000000,1
000000121673.png,none,1.000000,1
000000121673.png,center_crop_0.5,1.000000,1
000000121673.png,center_crop_0.75,1.000000,1
000000121673.png,random_crop_0.5,0.812500,0
000000121673.png,jpeg_q30,1.000000,1
000000134322.png,none,1.000000,1
000000134322.png,center_crop_0.5,1.000000,1
000000134322.png,center_crop_0.75,1.000000,1
000000134322.png,random_crop_0.5,0.812500,0
000000134322.png,jpeg_q30,1.000000,1
000000150649.png,none,1.000000,1
000000150649.png,center_crop_0.5,1.000000,1
000000150649.png,center_crop_0.75,1.000000,1
000000150649.png,random_crop_0.5,0.750000,0
000000150649.png,jpeg_q30,1.000000,1
000000154000.png,none,1.000000,1
000000154000.png,center_crop_0.5,1.000000,1
000000154000.png,center_crop_0.75,1.000000,1
000000154000.png,random_crop_0.5,0.500000,0
000000154000.png,jpeg_q30,1.000000,1
000000186632.png,none,1.000000,1
000000186632.png,center_crop_0.5,1.000000,1
000000186632.png,center_crop_0.75,1.000000,1
000000186632.png,random_crop_0.5,0.937500,0
000000186632.png,jpeg_q30,1.000000,1
000000201775.png,none,1.000000,1
000000201775.png,center_crop_0.5,1.000000,1
000000201775.png,center_crop_0.75,1.000000,1
000000201775.png,random_crop_0.5,0.500000,0
000000201775.png,jpeg_q30,1.000000,1
000000205647.png,none,1.000000,1
000000205647.png,center_crop_0.5,1.000000,1
000000205647.png,center_crop_0.75,1.000000,1
000000205647.png,random_crop_0.5,0.718750,0
000000205647.png,jpeg_q30,1.000000,1
000000207306.png,none,1.000000,1
000000207306.png,center_crop_0.5,1.000000,1
000000207306.png,center_crop_0.75,1.000000,1
000000207306.png,random_crop_0.5,0.625000,0
000000207306.png,jpeg_q30,1.000000,1
000000210299.png,none,1.000000,1
000000210299.png,center_crop_0.5,1.000000,1
000000210299.png,center_crop_0.75,1.000000,1
000000210299.png,random_crop_0.5,0.812500,0
000000210299.png,jpeg_q30,1.000000,1
000000219440.png,none,1.000000,1
000000219440.png,center_crop_0.5,1.000000,1
000000219440.png,center_crop_0.75,1.000000,1
000000219440.png,random_crop_0.5,0.843750,0
000000219440.png,jpeg_q30,1.000000,1
000000230166.png,none,1.000000,1
000000230166.png,center_crop_0.5,1.000000,1
000000230166.png,center_crop_0.75,1.000000,1
000000230166.png,random_crop_0.5,0.750000,0
000000230166.png,jpeg_q30,1.000000,1
000000249180.png,none,1.000000,1
000000249180.png,center_crop_0.5,1.000000,1
000000249180.png,center_crop_0.75,1.000000,1
000000249180.png,random_crop_0.5,0.500000,0
000000249180.png,jpeg_q30,1.000000,1
000000260657.png,none,1.000000,1
000000260657.png,center_crop_0.5,1.000000,1
000000260657.png,center_crop_0.75,1.000000,1
000000260657.png,random_crop_0.5,0.750000,0
000000260657.png,jpeg_q30,1.000000,1
000000262938.png,none,1.000000,1
000000262938.png,center_crop_0.5,1.000000,1
000000262938.png,center_crop_0.75,1.000000,1
000000262938.png,random_crop_0.5,0.656250,0
000000262938.png,jpeg_q30,1.000000,1
000000263299.png,none,1.000000,1
000000263299.png,center_crop_0.5,1.000000,1
000000263299.png,center_crop_0.75,1.000000,1
000000263299.png,random_crop_0.5,0.781250,0
000000263299.png,jpeg_q30,1.000000,1
000000319617.png,none,1.000000,1
000000319617.png,center_crop_0.5,1.000000,1
000000319617.png,center_crop_0.75,1.000000,1
000000319617.png,random_crop_0.5,0.593750,0
000000319617.png,jpeg_q30,1.000000,1
000000322895.png,none,1.000000,1
000000322895.png,center_crop_0.5,1.000000,1
000000322895.png,center_crop_0.75,1.000000,1
000000322895.png,random_crop_0.5,0.750000,0
000000322895.png,jpeg_q30,1.000000,1
000000326128.png,none,1.000000,1
000000326128.png,center_crop_0.5,1.000000,1
000000326128.png,center_crop_0.75,1.000000,1
000000326128.png,random_crop_0.5,0.750000,0
000000326128.png,jpeg_q30,1.000000,1
000000341681.png,none,1.000000,1
000000341681.png,center_crop_0.5,1.000000,1
000000341681.png,center_crop_0.75,1.000000,1
000000341681.png,random_crop_0.5,0.718750,0
000000341681.png,jpeg_q30,1.000000,1
000000358427.png,none,1.000000,1
000000358427.png,center_crop_0.5,1.000000,1
000000358427.png,center_crop_0.75,1.000000,1
000000358427.png,random_crop_0.5,0.718750,0
000000358427.png,jpeg_q30,0.968750,0
000000360137.png,none,1.000000,1
000000360137.png,center_crop_0.5,1.000000,1
000000360137.png,center_crop_0.75,1.000000,1
000000360137.png,random_crop_0.5,0.781250,0
000000360137.png,jpeg_q30,1.000000,1
000000397681.png,none,1.000000,1
000000397681.png,center_crop_0.5,1.000000,1
000000397681.png,center_crop_0.75,1.000000,1
000000397681.png,random_crop_0.5,0.718750,0
000000397681.png,jpeg_q30,1.000000,1
000000400573.png,none,1.000000,1
000000400573.png,center_crop_0.5,1.000000,1
000000400573.png,center_crop_0.75,1.000000,1
000000400573.png,random_crop_0.5,0.781250,0
000000400573.png,jpeg_q30,1.000000,1
000000401250.png,none,1.000000,1
000000401250.png,center_crop_0.5,1.000000,1
000000401250.png,center_crop_0.75,1.000000,1
000000401250.png,random_crop_0.5,0.625000,0
000000401250.png,jpeg_q30,1.000000,1
000000426372.png,none,1.000000,1
000000426372.png,center_crop_0.5,1.000000,1
000000426372.png,center_crop_0.75,1.000000,1
000000426372.png,random_crop_0.5,0.531250,0
000000426372.png,jpeg_q30,1.000000,1
000000437351.png,none,1.000000,1
000000437351.png,center_crop_0.5,1.000000,1
000000437351.png,center_crop_0.75,1.000000,1
000000437351.png,random_crop_0.5,0.656250,0
000000437351.png,jpeg_q30,1.000000,1
000000477805.png,none,1.000000,1
000000477805.png,center_crop_0.5,1.000000,1
000000477805.png,center_crop_0.75,1.000000,1
000000477805.png,random_crop_0.5,0.750000,0
000000477805.png,jpeg_q30,1.000000,1
000000508730.png,none,1.000000,1
000000508730.png,center_crop_0.5,1.000000,1
000000508730.png,center_crop_0.75,1.000000,1
000000508730.png,random_crop_0.5,0.687500,0
000000508730.png,jpeg_q30,1.000000,1
000000517056.png,none,1.000000,1
000000517056.png,center_crop_0.5,1.000000,1
000000517056.png,center_crop_0.75,1.000000,1
000000517056.png,random_crop_0.5,0.656250,0
000000517056.png,jpeg_q30,1.000000,1
000000517687.png,none,1.000000,1
000000517687.png,center_crop_0.5,1.000000,1
000000517687.png,center_crop_0.75,1.000000,1
000000517687.png,random_crop_0.5,0.687500,0
000000517687.png,jpeg_q30,1.000000,1
000000523957.png,none,1.000000,1
000000523957.png,center_crop_0.5,1.000000,1
000000523957.png,center_crop_0.75,1.000000,1
000000523957.png,random_crop_0.5,0.656250,0
000000523957.png,jpeg_q30,1.000000,1
000000533145.png,none,1.000000,1
000000533145.png,center_crop_0.5,1.000000,1
000000533145.png,center_crop_0.75,1.000000,1
000000533145.png,random_crop_0.5,0.875000,0
000000533145.png,jpeg_q30,0.968750,0
000000562243.png,none,1.000000,1
000000562243.png,center_crop_0.5,1.000000,1
000000562243.png,center_crop_0.75,1.000000,1
000000562243.png,random_crop_0.5,0.656250,0
000000562243.png,jpeg_q30,0.968750,0
000000563470.png,none,1.000000,1
000000563470.png,center_crop_0.5,1.000000,1
000000563470.png,center_crop_0.75,1.000000,1
000000563470.png,random_crop_0.5,0.687500,0
000000563470.png,jpeg_q30,1.000000,1
000000573258.png,none,1.000000,1
000000573258.png,center_crop_0.5,1.000000,1
000000573258.png,center_crop_0.75,1.000000,1
000000573258.png,random_crop_0.5,0.781250,0
000000573258.png,jpeg_q30,1.000000,1
000000575243.png,none,1.000000,1
000000575243.png,center_crop_0.5,1.000000,1
000000575243.png,center_crop_0.75,1.000000,1
000000575243.png,random_crop_0.5,0.656250,0
000000575243.png,jpeg_q30,1.000000,1
