image,attack,bit_accuracy,message_success
000000122962.png,center_crop_0.75,1.000000,1
000000122962.png,random_crop_0.5,0.700000,0
000000122962.png,jpeg_q30,1.000000,1
000000122969.png,none,1.000000,1
000000122969.png,center_crop_0.5,1.000000,1
000000122969.png,center_crop_0.75,1.000000,1
000000122969.png,random_crop_0.5,0.700000,0
000000122969.png,jpeg_q30,1.000000,1
000000123131.png,none,1.000000,1
000000123131.png,center_crop_0.5,1.000000,1
000000123131.png,center_crop_0.75,1.000000,1
000000123131.png,random_crop_0.5,0.700000,0
000000123131.png,jpeg_q30,1.000000,1
000000123213.png,none,1.000000,1
000000123213.png,center_crop_0.5,1.000000,1
000000123213.png,center_crop_0.75,1.000000,1
000000123213.png,random_crop_0.5,0.700000,0
000000123213.png,jpeg_q30,1.000000,1
000000123321.png,none,1.000000,1
000000123321.png,center_crop_0.5,1.000000,1
000000123321.png,center_crop_0.75,1.000000,1
000000123321.png,random_crop_0.5,0.900000,0
000000123321.png,jpeg_q30,1.000000,1
000000123480.png,none,1.000000,1
000000123480.png,center_crop_0.5,1.000000,1
000000123480.png,center_crop_0.75,1.000000,1
000000123480.png,random_crop_0.5,0.800000,0
000000123480.png,jpeg_q30,1.000000,1
000000123585.png,none,1.000000,1
000000123585.png,center_crop_0.5,1.000000,1
000000123585.png,center_crop_0.75,1.000000,1
000000123585.png,random_crop_0.5,0.800000,0
000000123585.png,jpeg_q30,1.000000,1
000000123633.png,none,1.000000,1
000000123633.png,center_crop_0.5,1.000000,1
000000123633.png,center_crop_0.75,1.000000,1
000000123633.png,random_crop_0.5,0.900000,0
000000123633.png,jpeg_q30,1.000000,1
000000124277.png,none,1.000000,1
000000124277.png,center_crop_0.5,1.000000,1
000000124277.png,center_crop_0.75,1.000000,1
000000124277.png,random_crop_0.5,1.000000,1
000000124277.png,jpeg_q30,1.000000,1
000000124442.png,none,1.000000,1
000000124442.png,center_crop_0.5,1.000000,1
000000124442.png,center_crop_0.75,1.000000,1
000000124442.png,random_crop_0.5,0.700000,0
000000124442.png,jpeg_q30,1.000000,1
000000124636.png,none,1.000000,1
000000124636.png,center_crop_0.5,1.000000,1
000000124636.png,center_crop_0.75,1.000000,1
000000124636.png,random_crop_0.5,0.800000,0
000000124636.png,jpeg_q30,1.000000,1
000000124659.png,none,1.000000,1
000000124659.png,center_crop_0.5,1.000000,1
000000124659.png,center_crop_0.75,1.000000,1
000000124659.png,random_crop_0.5,0.900000,0
000000124659.png,jpeg_q30,1.000000,1
000000124798.png,none,1.000000,1
000000124798.png,center_crop_0.5,1.000000,1
000000124798.png,center_crop_0.75,1.000000,1
000000124798.png,random_crop_0.5,0.900000,0
000000124798.png,jpeg_q30,1.000000,1
000000124975.png,none,1.000000,1
000000124975.png,center_crop_0.5,1.000000,1
000000124975.png,center_crop_0.75,1.000000,1
000000124975.png,random_crop_0.5,0.700000,0
000000124975.png,jpeg_q30,1.000000,1
000000125062.png,none,1.000000,1
000000125062.png,center_crop_0.5,1.000000,1
000000125062.png,center_crop_0.75,1.000000,1
000000125062.png,random_crop_0.5,0.700000,0
000000125062.png,jpeg_q30,1.000000,1
000000125072.png,none,1.000000,1
000000125072.png,center_crop_0.5,1.000000,1
000000125072.png,center_crop_0.75,1.000000,1
000000125072.png,random_crop_0.5,0.900000,0
000000125072.png,jpeg_q30,1.000000,1
000000125129.png,none,1.000000,1
000000125129.png,center_crop_0.5,1.000000,1
000000125129.png,center_crop_0.75,1.000000,1
000000125129.png,random_crop_0.5,0.900000,0
000000125129.png,jpeg_q30,1.000000,1
000000125211.png,none,1.000000,1
000000125211.png,center_crop_0.5,1.000000,1
000000125211.png,center_crop_0.75,1.000000,1
000000125211.png,random_crop_0.5,0.900000,0
000000125211.png,jpeg_q30,1.000000,1
000000125245.png,none,1.000000,1
000000125245.png,center_crop_0.5,1.000000,1
000000125245.png,center_crop_0.75,1.000000,1
000000125245.png,random_crop_0.5,0.900000,0
000000125245.png,jpeg_q30,1.000000,1
000000125257.png,none,1.000000,1
000000125257.png,center_crop_0.5,1.000000,1
000000125257.png,center_crop_0.75,1.000000,1
000000125257.png,random_crop_0.5,0.700000,0
000000125257.png,jpeg_q30,1.000000,1
000000125405.png,none,1.000000,1
000000125405.png,center_crop_0.5,1.000000,1
000000125405.png,center_crop_0.75,1.000000,1
000000125405.png,random_crop_0.5,1.000000,1
000000125405.png,jpeg_q30,1.000000,1
