image,attack,scheme,message,predicted,bit_accuracy,message_success,psnr_vs_original,mask_pixels,used_fallback
000000021167.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.3922,34362,0
000000021167.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.2808,26368,0
000000021167.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.6652,34560,0
000000021167.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.8152,25310,0
000000021167.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.1397,16724,0
000000021167.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.1240,16747,0
000000021167.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.9031,17217,0
000000021167.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.9338,16478,0
000000021167.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.8528,24534,0
000000021167.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.9290,1047,0
000000021167.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,11.0848,325,0
000000021167.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000010000000000000,0.406250,0,10.7848,4278,0
000000021167.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.4138,41106,0
000000021167.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000010000000000000,0.406250,0,10.1854,17924,0
000000022705.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.4598,34565,0
000000022705.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.7915,33822,0
000000022705.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4272,17737,0
000000022705.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.9345,25410,0
000000022705.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000111100,0.937500,0,18.2877,9111,0
000000022705.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.5976,21834,0
000000022705.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.8682,34197,0
000000022705.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.9778,27048,0
000000022705.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000111100,0.937500,0,12.1991,34656,0
000000022705.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.5007,29065,0
000000022705.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2296,16752,0
000000022705.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7640,16609,0
000000022705.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.7760,16944,0
000000022705.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8908,16601,0
000000022705.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,9.6719,0,1
000000022705.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.5209,2107,0
000000022705.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.1420,105,0
000000022705.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,9.4020,0,1
000000022705.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.8587,48427,0
000000022705.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.4989,1837,0
000000025228.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5010,34930,0
000000025228.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5135,34274,0
000000025228.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2726,17967,0
000000025228.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.5139,25475,0
000000025228.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,18.0942,9565,0
000000025228.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.1473,21818,0
000000025228.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.0028,34529,0
000000025228.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.2591,26920,0
000000025228.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,9.4065,34751,0
000000025228.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.3097,32669,0
000000025228.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3487,17033,0
000000025228.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4062,16757,0
000000025228.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6943,17255,0
000000025228.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6711,16937,0
000000025228.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0624,9995,0
000000025228.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.4605,4798,0
000000025228.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.9204,287,0
000000025228.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.1524,1520,0
000000025228.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000010000000000000000,0.406250,0,8.5732,32679,0
000000025228.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,10.7902,20074,0
000000027620.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.3233,34799,0
000000027620.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5780,34049,0
000000027620.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2683,18193,0
000000027620.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.7986,25547,0
000000027620.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,18.0843,9144,0
000000027620.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.4784,21994,0
000000027620.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.7021,34575,0
000000027620.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.1303,32856,0
000000027620.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,8.8742,34962,0
000000027620.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.9877,33072,0
000000027620.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3568,17073,0
000000027620.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6402,16754,0
000000027620.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3205,17081,0
000000027620.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5449,16769,0
000000027620.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0010,1193,0
000000027620.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.0155,3054,0
000000027620.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.5614,3863,0
000000027620.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.4342,255,0
000000027620.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.5029,56733,0
000000027620.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.9419,8840,0
000000039405.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.3868,34808,0
000000039405.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.5258,33927,0
000000039405.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.4214,17875,0
000000039405.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.7376,25348,0
000000039405.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,19.2381,8698,0
000000039405.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3711,21898,0
000000039405.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3102,34430,0
000000039405.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.9534,27629,0
000000039405.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,16.0443,34626,0
000000039405.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.0543,33198,0
000000039405.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.4767,16856,0
000000039405.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.5982,16584,0
000000039405.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.3927,17035,0
000000039405.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.5473,16511,0
000000039405.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,11.2089,4913,0
000000039405.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,11.3486,2797,0
000000039405.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,12.0998,1004,0
000000039405.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,12.4101,3073,0
000000039405.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.3607,17641,0
000000039405.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,12.1299,13692,0
000000075612.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5093,34898,0
000000075612.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.2864,34279,0
000000075612.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5742,18712,0
000000075612.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.4196,25352,0
000000075612.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101110010101000110100,0.937500,0,18.2244,9193,0
000000075612.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.0220,21917,0
000000075612.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.9632,34583,0
000000075612.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.0920,32439,0
000000075612.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101000110100,0.968750,0,8.8134,34951,0
000000075612.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.7928,38775,0
000000075612.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5686,17053,0
000000075612.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001111111101111010101100110100,0.968750,0,14.6485,16781,0
000000075612.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4813,17154,0
000000075612.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.9762,16972,0
000000075612.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.2849,7,1
000000075612.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.6945,4846,0
000000075612.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.7634,574,0
000000075612.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.8662,6013,0
000000075612.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.7397,53891,0
000000075612.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.2098,23793,0
000000083531.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.1883,34625,0
000000083531.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.4131,34119,0
000000083531.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2177,17863,0
000000083531.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.6386,25471,0
000000083531.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111100111010101100110100,0.968750,0,18.1110,9348,0
000000083531.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.3466,22018,0
000000083531.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.6537,34271,0
000000083531.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.0343,31021,0
000000083531.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.2783,34611,0
000000083531.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.2709,32456,0
000000083531.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.1713,16920,0
000000083531.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5008,16708,0
000000083531.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2466,16995,0
000000083531.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3772,16923,0
000000083531.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.8050,2831,0
000000083531.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.7649,1341,0
000000083531.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,9.1403,4441,0
000000083531.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.9800,635,0
000000083531.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.3347,58718,0
000000083531.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.8236,680,0
000000088848.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.3797,34923,0
000000088848.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.7146,34390,0
000000088848.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.3521,18605,0
000000088848.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.9380,25699,0
000000088848.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111100111010101100110100,0.968750,0,18.1414,9543,0
000000088848.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.6297,22099,0
000000088848.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.9926,34667,0
000000088848.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.4196,29487,0
000000088848.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.4254,34933,0
000000088848.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.4722,36619,0
000000088848.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5419,17339,0
000000088848.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8987,17144,0
000000088848.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2669,17170,0
000000088848.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.5676,16979,0
000000088848.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,7.8704,0,1
000000088848.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,8.0243,0,1
000000088848.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.000000,0,6.9719,0,1
000000088848.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.1012,2280,0
000000088848.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.7026,36038,0
000000088848.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.5983,197,0
000000089648.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.5212,34748,0
000000089648.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.4196,34231,0
000000089648.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4650,18585,0
000000089648.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.4647,25901,0
000000089648.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111100111010101100110100,0.968750,0,18.3843,9318,0
000000089648.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.1150,22298,0
000000089648.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.6110,34430,0
000000089648.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,10.4609,29483,0
000000089648.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100111100,0.968750,0,11.5885,34873,0
000000089648.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,9.8435,38032,0
000000089648.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.4136,16925,0
000000089648.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2520,16931,0
000000089648.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6956,17037,0
000000089648.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.6472,16789,0
000000089648.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000010000000000000000,0.406250,0,8.7295,15844,0
000000089648.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.6813,319,0
000000089648.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.5743,6665,0
000000089648.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.7146,1827,0
000000089648.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.6196,30581,0
000000089648.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,8.9514,12057,0
000000092177.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.8633,34562,0
000000092177.png,none,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,12.2484,34349,0
000000092177.png,remove_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.0882,17701,0
000000092177.png,remove_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,13.6024,25644,0
000000092177.png,remove_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,19.0692,9420,0
000000092177.png,remove_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.2855,22214,0
000000092177.png,black_center_25,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.9508,34146,0
000000092177.png,black_center_25,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.5397,26592,0
000000092177.png,black_center_40,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,8.1990,34632,0
000000092177.png,black_center_40,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,7.5380,25166,0
000000092177.png,remove_left_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8901,16867,0
000000092177.png,remove_left_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.3044,16866,0
000000092177.png,remove_right_half,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,14.8703,16985,0
000000092177.png,remove_right_half,five_region_spatial,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,15.2568,16983,0
000000092177.png,crop_top_left_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.8421,3949,0
000000092177.png,crop_top_left_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.6265,2402,0
000000092177.png,crop_bottom_right_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.3401,1742,0
000000092177.png,crop_bottom_right_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,7.1406,9633,0
000000092177.png,crop_center_50,single_center_50pct,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.2442,39848,0
000000092177.png,crop_center_50,five_region_spatial,11001101111101111010101100110100,00000000000000000000000000000000,0.375000,0,6.8686,16,0
000000098392.png,none,single_center_50pct,11001101111101111010101100110100,11001101111101111010101100110100,1.000000,1,11.9039,34833,0
